Search,Title,Location,Salary,Description,Skills,URL
Data,Sr. Software  Engineer  - C++/Multi-Threaded,"Pasadena, CA",[],"Located in beautiful Pasadena, CA, we're an AI/SaaS company focused on bringing robots to the forefront of the human imagination! Our products are exceptionally complex and are coming soon to a neighborhood near you. We're passionate about building robots, AI, Machine Learning, and all new tech. Join us!!-- No New Grads Please - 3 years of work experience minimum (Even PhD's)Top Reasons to Work with Us- Competitive Salary - Huge Room for Growth!!- Robotics/AI/Get in on the ground floor of an EXTREMELY well funded Startup!What You Will Be Doing- Develop robust and scalable software for the core platform- Optimize algorithms to improve system performance and reduce resource requirements- Work on intelligent robotic systems that interact with their environments and co-humans- Engage with other highly competent and motivated engineers and scientists- Collaborate in teams to develop high-quality work- Develop automated tests to validate your codeWhat You Need for this Position-- No New Grads Please - 3 years of work experience minimum (Even PhD's) - B.S./M.S./Ph.D. in relevant field and 3+ Years of Work Experience (outside of academia/research work) - Expert-level knowledge of Python and C++, including concurrency- Multi-threaded development (Concurrency/BOOST/STL/GUI/etc) - Relevant industry experience- Strong knowledge of Linux- Rigorous approach to problem solving- Good habits around testing, documentation, and writing robust and maintainable code- Appetite for learning about artificial intelligence and roboticsWhat's In It for You- Competitive salary- Equity compensation- Gym membership- Health insurance- Opportunity to guide the future direction of the companyInterviews are ongoing so, please FULLY COMPLETE THE APPLICATION QUESTIONS INCLUDING THE SELF ASSESSMENT ASAP! Complete applications will receive priority!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Software Development in C++
                                    
                                
                            
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    Linux
                                    
                                
                            
                            
                                
                                    
                                    Algorithm Development
                                    
                                
                            
                            
                                
                                    
                                    Data Structures
                                    
                                
                            
                            
                                
                                    
                                    Boost/STL",https://www.cybercoders.com/sr-software-engineer-c-plus-plus-multi-threaded-job-424882
Data,Senior Java Engineer,"Long Beach, CA","['140', '175']","We're on a mission to  make more people...more active...more often.  You can find our offices on the sunny beaches of Long Beach, CA &  in NYC, London, and Rio de Janeiro.  Our community is active in 195 countries!Our server platform runs on an heterogeneous and distributed cluster composed of several different layers and nodes which require a number of different technologies to integrate on a 24/7 platform for the international user community.  We are constantly modifying the software, adding and improving features and accommodating the increased load that comes with the steady growth of our successful business. One of the major server components is its REST API, that provides authentication and persistence services to the Game, Web, and Mobile Applications.  All new features modeled by the API TEAM conform to an established load and performance standard, allowing the MMO application to provide optimal user experience to our growing community of international users.  We are expanding our team in Rio to address the demand for new functionalities and work with our offices in Los Angeles, New York and London.Top Reasons to Work with Us- 2 trips a year to Rio de Janeiro!- Work for a mission based company- Excellent benefits- Ride bikes at work!What You Will Be DoingThe Backend Software Engineer will design and implement the API endpoints using Test Driven Development.  They will use unit and integration tests and load & performance tools to ensure that the designed API endpoints conform to the expected behavior as well as meet required performance standards.What You Need for this Position- 5+ yrs of experience as a Java Engineer.- Advanced knowledge in Computer Science: Data Structures, Algorithms and overall Software Design- Advanced experience programing with JEE (JBoss / Wildfly)- Experience with REST API Design (JAX-RS is a plus)- Advanced experience with Unix/Linux shell scripting and tools like awk, sed, curl- Advanced experience with Relational Database Systems (Especially Oracle of PostgreSQL)- Experience integrating with payment systems (credit card processors, paypal, other)- Experience with GIT and/or SVN- Experience with Test Driven Development and Continuous Integration- Experience with test tools like JUnit, Arquillian, JMeter, Postman, etc.- Experience with Distributed Cache implementations with Memcached or Redis- Experience with Cloud based environments such as AWS- Availability to travel to Brazil (twice a year)- BS in Computer Science or Relevant Technical AreaDesired skills:- Experience integrating with global payment system integrators like Braintree, Stripe, Adyen or Square- Experience integrating with tax calculation systems like Avalara- Experience with dynamic scripting languages as Python or Ruby- Experience with geographically distributed teams- Experience with agile development methodologies like Scrum or Kanban- Experience on Database Design- Experience on Distributed Systems- Experience with Jenkins, TeamCity or similar- MSc or PhD in Computer Science or Relevant Technical AreaSo if you are a Senior Java Engineer, APPLY TODAY!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Java
                                    
                                
                            
                            
                                
                                    
                                    JEE
                                    
                                
                            
                            
                                
                                    
                                    JBoss
                                    
                                
                            
                            
                                
                                    
                                    WildFly
                                    
                                
                            
                            
                                
                                    
                                    Data Structures
                                    
                                
                            
                            
                                
                                    
                                    Algorithms
                                    
                                
                            
                            
                                
                                    
                                    REST API
                                    
                                
                            
                            
                                
                                    
                                    JAX
                                    
                                
                            
                            
                                
                                    
                                    Unix/Linux
                                    
                                
                            
                            
                                
                                    
                                    PostgreSQL",https://www.cybercoders.com/senior-java-engineer-job-425805
Data,Informatica Developer (Contract),"Boston, MA","['35', '00', '40', '00']","Based in Boston, Massachusetts we are an investment and corporate bank ahead of our time! We are focused on utilizing all of our resources, talent, and energy to invest in long lasting relationships with our clients. With our vision of offering our clients with the most effective investment and financing solutions we also help the environment to play our part in social progress and to outreach to society. If you want to work for a collaborative, empowering, and fast paced company that is constantly using new technologies to thrive in the banking industry and definitely cares about the employee's professional growth and development, then apply immediately.What You Will Be DoingYou will be responsible for developing the following: Informatica ETL Code, SQL scripts, Linux shell scripts. Also, as an Informatica Developer you will be analyzing and validating data load using SQL.What You Need for this PositionAt Least 1 Year of experience and knowledge of:• ETL• Informatica• Linux/Unix• Enterprise Data Warehousing• SQL• Informatica Powercenter 9.xNice to Have:• Problem solving skills • Self-driven • Solid knowledge of ETLWhat's In It for YouYou will get to work for a company that fosters team spirit and has a strong sense of client service. Perks!• $35/hr -$40/hr• Risk-Taking and Innovative Culture• Employee Professional Development and Enhancement is a Priority• Motivating and Passionate Team EnvironmentSo, if you are an Informatica Developer (Contract) with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    ETL
                                    
                                
                            
                            
                                
                                    
                                    Informatica
                                    
                                
                            
                            
                                
                                    
                                    Linux
                                    
                                
                            
                            
                                
                                    
                                    Unix
                                    
                                
                            
                            
                                
                                    
                                    Data Warehouse
                                    
                                
                            
                            
                                
                                    
                                    SQL
                                    
                                
                            
                            
                                
                                    
                                    Informatica powercenter 9.x",https://www.cybercoders.com/informatica-developer-contract-job-420675
Data,Mobile Games Product Manager,"Richardson, TX","['120', '175']","If you are a Mobile Games Product Manager with experience, please read on!Founded in 2011, we are a small, rapidly growing studio where development teams thrive on creativity, rapid prototyping, teamwork and fun. With our focus on casual word games our mission is to bring delight to everyday life! We are seeking a Senior Product Manager to be in charge of revenue generation and player engagement across our entire game portfolio. You should have experience playing and developing mobile games across a wide spectrum of genres, from mass-market casual to core gaming experiences. Working in close collaboration with the Production and Design teams, you will lead live games, through the game-play monetization, live tools and data analysis. You will own the relevant KPIs, provide reporting, and offer insights about the future direction for the game. Your core focus will be the players’ behavior, both in terms of engagement and sales. You will use your previous experience on mobile free-to-play games or similar ventures to drive the performance of the portfolio.What You Will Be Doing- Own and analyze game metrics (acquisition, retention, engagement, monetization) and proactively identify optimizations for player experience and core financial performance. - Create, balance and optimize economy and pricing for virtual economies that enable amazing player experiences, player retention, and monetization. - Collaborate with studio stakeholders to define, design and manage key features that further acquisition, engagement and monetization. - Define and track key game KPIs to ensure business goals are realized. Own both top-down and bottom-up models that inform product roadmap and mitigate risk. - Track performance daily and adjust designs / plans accordingly. - Develop expert level understanding of the mobile gaming industry, including ability to qualitatively and quantitatively teardown mobile games. - Leverage live service tools analytics, A/B testing, In-App/Push Notifications and other tools to optimize player experience and drive business objectives. - Collaborate to define and support the product roadmap and business strategy based on understanding of game design and engagement/monetization mechanics. - Identify opportunities using a variety of channels including data analytics, competitive research, design hypotheses, player feedback. - Partner closely with Production and Design teams to conceptualize, specify, and implement engaging features, content, & systems. - Collaborate extensively with feature planning and optimization: define testing protocol, set up and execute multivariate tests, establish benchmarks internally and externally, measure performance and provide actionable recommendations to Design and Production teamsWhat You Need for this Position- MUST HAVE 6+ YEARS OF EXPERIENCE in a relevant Game Product Management or similar role: Monetization Manager, Live Ops Manager, Analyst on a free-to-play online game, or a similar product (app, website, etc.). - Strong analytical skills and experience with rigorous approach to building products that leverages both qualitative and quantitative insights to drive product design. - Experience with structured, hypothesis driven product improvements, rigorous metrics analysis, consumer insights and design experimentation - Expert on free-to-play and/or subscriptions business model. - Understanding and experience with a wide range of business models, monetization mechanics, modeling and economy analysis. - Ability to conduct competitive analysis at industry, genre or game level to inform product. - Passion for games and strong player empathy. Ability to critically evaluate design, art and economy that influence player behavior. - Solid collaboration/interfacing skills to work with design, production and technical stakeholders to identify product levers that help achieve business goals and increase long-term player value. - Strong communication and writing skills, with experience communicating both creative and technical feedback. Has presented to exec stakeholders in the past. - Self-motivated team player that brings excitement and enthusiasm to work each day Minimum Qualifications:- BS/BA degree, ideally in quantitative discipline. MS/MBA highly preferred. - Passion for creating innovative, fun, and compelling games. - Strong business & creative capabilities. You can confidently draw a line from detailed player behavior all the way to market outcomes. - Strong experience in quantitative analysis, including the ability to model game parameters using Excel, SQL, and business intelligence tools. - Experience designing and tuning a free to play economy by making structured, hypothesis-driven product improvements. - Experience with A/B and multivariate testing. - Comfortable presenting complex concepts.What's In It for You- Unlimited Time Off Policy- Health insurance - 401K- Potential bonuses.So, if you are a Mobile Games Product Manager with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Game Product Management
                                    
                                
                            
                            
                                
                                    
                                    Mobile Applications
                                    
                                
                            
                            
                                
                                    
                                    Game-play monetization
                                    
                                
                            
                            
                                
                                    
                                    Live tools
                                    
                                
                            
                            
                                
                                    
                                    Data Analysis
                                    
                                
                            
                            
                                
                                    
                                    Player engagement and sales",https://www.cybercoders.com/mobile-games-product-manager-job-424788
Data,Test Automation Developer,"Norwalk, CA","['95', '150']","With roughly 20 products in production & a handful more ready to go, we're primed to revolutionize our industry, 1 product at a time. With a recent flux of cash from our investors, we're expanding the team to keep up with the high demand in our industry & growth potential. Our team is composed of startup & industry veterans with a history of making best-in-class communications systems and components. On top of that, we have a great working environment with a ton of visibility, cool/smart people to work on & an opportunity to put your stamp on & lead a major part of our products success. You'll NEVER be just a number with us, everyone is heard, appreciated & makes an impact at our company! We need several engineers (RF Test, Test Automation,  EE's, ME's, QE's, etc.) & multiple skill / experience levels. If you're ready to join a rocket ship of a company with big aspirations to revolutionize our vertical, don't delay, send us your resume today!What You Need for this PositionBS/MS in relevant area of study & more than 5 Years of experience and knowledge of:- Experience automating major portions of software, hardware & test enviromnents- Background writing scripts, writing algorithms for data extraction, data interpretation, etc. - We're language agnostic so any skills in Python, C++, C, Perl, Java, JavaScript, Matlab, Labview, etc. is fine- Ability to create test code for RF / Antenna Products from design, development through production is a big plus- Temperature chamber test automation experience- Background troubleshooting RF Hardware, test set-ups, etc. - RS-232, RS-484, IEE-488 or equivalent communication interface / protocol experienceWhat You Will Be Doing- Leading all test automation efforts for our growing organization's products- Designing automation for load up & ""press & go"" for our technicians & engineers- Data extraction, data interpretation, writing algorithms- Using test equipment, maintaining for production & engineering environment- Using different scripting languages / programming languages like Labview, Python, C++, VisualC, Matlab, etc.- Using testing equipment to accomplish goals - i.e. oscilloscopes, spectrum analyzers, power meters, network analyzers, etc. - Using software like LabView, Matlab for testingWhat's In It for You- Top Pay, great environment, perks & benefits- Work on the latest communications technology in a positive, vibrant growing environment where you can rise the ranks- Change an industry & make your mark on our core products!So, if you are a Test Automation Engineer or Developer with hands on programming, scripting & algorithm experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Writing Algorithms
                                    
                                
                            
                            
                                
                                    
                                    C++
                                    
                                
                            
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    Java
                                    
                                
                            
                            
                                
                                    
                                    Data Interpretation
                                    
                                
                            
                            
                                
                                    
                                    LabView
                                    
                                
                            
                            
                                
                                    
                                    Matlab
                                    
                                
                            
                            
                                
                                    
                                    Communication Interfaces
                                    
                                
                            
                            
                                
                                    
                                    JavaScript
                                    
                                
                            
                            
                                
                                    
                                    Firmware",https://www.cybercoders.com/test-automation-developer-job-425126
Data,Field Surveyor,"Folsom, CA","['35', '60']","If you are a Field Surveyor with experience, please read on!Supports Project Surveyor in organizing, executing and coordinating projects, including a broad range of assignments requiring knowledge of land surveying/mapping.What You Will Be Doing-Provide general, professional, and technical support in conventional and specialty aspects of land surveying -Support includes research, data reduction and analysis, title reports review and analysis, legal descriptions & plats, exhibits, ACSM/ALTA Land Title surveys, topographic and utilities mapping, photogrammetry and/or LiDAR feature extraction, boundaries, record map preparation -Construction staking for private and public works projectsWhat You Need for this Position-Must have four 3+ years of experience in land surveying and mapping -Prefer candidate have a BS in Geomatics and/or LSIT -Proficient in the following: AutoCAD/ Civil 3D and/or Microstation/Inroads, and MS Office Suite -Desirable to have experience using Trimble Business Center, Carlson software, total stations, GPS technologies and data collection systems, and StarNet/StarLev least squares adjustment software. -Must maintain a high level of professionalism and possess good interpersonal and communication skills in dealing with all levels of Psomas staff and with clients -Must be able to accurately follow direction/instruction and work cooperatively as part of a teamWhat's In It for You-Paid medical and dental insurance -401K Plan-Paid vacation/sick/holidaysSo, if you are a Field Surveyor with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Topographic Survey
                                    
                                
                            
                            
                                
                                    
                                    AutoCAD
                                    
                                
                            
                            
                                
                                    
                                    Construction Staking
                                    
                                
                            
                            
                                
                                    
                                    Field mapping
                                    
                                
                            
                            
                                
                                    
                                    surveying
                                    
                                
                            
                            
                                
                                    
                                    Lot Line Adjustments
                                    
                                
                            
                            
                                
                                    
                                    Data Collector
                                    
                                
                            
                            
                                
                                    
                                    Trimble",https://www.cybercoders.com/field-surveyor-job-426457
Data,Chief Security Architect,"Palo Alto, CA","['160', '200']","If you are a Chief Security Architect with experience building security products, please read on!Job Title: Chief Security Architect- THIS IS A HANDS ON ROLELocation: Palo Alto, CASalary: $160-200k + equity The company: We are a Palo Alto based start up,  our founders come from backgrounds in Security, Bitcoin and IOT. We have built a platform that applies cyber-security for the IOT, creating resilience to threats and scale for billions of detected devices.  We are looking to add a Chief Security Architect that has a background in startups and building security products to join our team!! Are you the right match for us?What You Will Be Doing-Help to drive our architectural vision, decentralized application (DApp) designs, security protocol designs and engineering-Closely collaborate with the engineering team and drive key design choices made in the implementation of the product on a day-to-day basis-Work closely with the product management team, and drive the technology & architectural aspects of the product roadmap-Align the product with industry security standards, compliance requirements and certifications for the verticals of GTM focus-Evaluate new security protocols & technologies, and understand how to seamlessly integrate the same into the product- Help build and develop our growing Software teamWhat You Need for this PositionRequirements:Bachelors in Computer Science or equivalent-Experience working at a start up-Experience building a security productMore Than 5 Years of experience and knowledge of: -Authentication- Authorization Protocols- Security Products- Enterprise InfrastructurePluses:- Data Centers- Cryptographic systems- Identity Management- Security protocol design- Network security- Distributed SystemsWhat's In It for You- Great Work Environment - Competitive Salary- Immediate HireSo, if you are a Chief Security Architect with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Security Products
                                    
                                
                            
                            
                                
                                    
                                    Data Centers
                                    
                                
                            
                            
                                
                                    
                                    Identity Management
                                    
                                
                            
                            
                                
                                    
                                    Authentication
                                    
                                
                            
                            
                                
                                    
                                    Authorization Protocols
                                    
                                
                            
                            
                                
                                    
                                    Security protocol design
                                    
                                
                            
                            
                                
                                    
                                    Network Security
                                    
                                
                            
                            
                                
                                    
                                    Distributed Systems",https://www.cybercoders.com/chief-security-architect-job-419272
Data,Senior Software Developer,"San Francisco, CA","['130', '150']","Based in downtown San Francisco, CA we are a VC backed startup focused on open source data analytics, DevOps, and IoT.  Our team is currently working with some of the latest technologies like React.JS and Golang and hoping to add 2-3 more people with the same tech passions!Top Reasons to Work with Us1. VC backed startup!2. Bleeding edge technology!3. Innovating IoT!What You Will Be DoingYou'll be responsible for creating  an open source application for visualizing data from time series database. These visualization tools form part of a multi-tiered product that will be used by individuals, teams, and organizations. This role will be very heavy on JavaScript, but will also involve some back-end development in Go.-Use ES6, React, Redux and Webpack to build our data visualization product-Test drive React with Jasmine-Assist with creating and maintaining our open-source, front-end libraries-Use Go to build a web serverWhat You Need for this PositionMin 3 years experience with modern JavaScript frameworks (React, AngularJS, Ember.js, Vue.js)Experience with TDD (Jasmine, Mocha, etc.) and testing React, specifically Interest in data visualization with JavaScript (D3, Dygraph, HTML Canvas, etc)Desire to start working with GolangExperience with API-driven, single page applicationsExtensive experience with Git HTML/CSSHave worked on teams or 3 or more developers, with experience pairingWhat's In It for You-Competitive Base Salary-Unlimited PTO-Commuter benefits (PARTIAL REMOTE)-Equity-100% Fully covered health benefits for you and your partner-Casual, startup environment w/game rooms-401(k)So, if you are a Senior Software Developer with experience in React, please apply today or send me your resume to Rachel.Hilton@CyberCoders.com
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    JavaScript
                                    
                                
                            
                            
                                
                                    
                                    React.JS
                                    
                                
                            
                            
                                
                                    
                                    Golang
                                    
                                
                            
                            
                                
                                    
                                    Open Source
                                    
                                
                            
                            
                                
                                    
                                    Data Visualization
                                    
                                
                            
                            
                                
                                    
                                    TDD
                                    
                                
                            
                            
                                
                                    
                                    API
                                    
                                
                            
                            
                                
                                    
                                    GIT
                                    
                                
                            
                            
                                
                                    
                                    D3
                                    
                                
                            
                            
                                
                                    
                                    Jasmine",https://www.cybercoders.com/senior-software-developer-job-413842
Data,Cisco Security Lead Regional Solutions Architect,"Dallas, TX",[],"Leading Solutions Provider partnered with Cisco, EMC, VMware, NetApp and Citrix is in rapid growth mode and is currently looking for a CCIE level Solutions Engineer with strong Security experience to act as the firm's Regional SME in Cisco Security Solutions. This will be a high profile position where you will have the opportunity to work with cutting-edge technology and solutions within the Network Security arena.Firm is flexible on where the right person is located (within Texas) and you'll have the opportunity to work remotely from home when not in front of clients (high % of remote work)Top Reasons to Work with Us***Relocation assistance offered to highly qualified candidates!***Very competitive comp plans offered.****Work remotely from home when not in front of clients.What You Need for this Position- Lab CCIE or CCNP certification (Security tracks preferred)- Solid Cisco R/S and Cisco Security expertise- Extensive experience in Layer 2 & Layer 3 technologies- Experience engaging clients discussions surrounding relevant Network Security Solutions - Strong experience designing Cisco Security Solutions involving ASA's, ISE, and / or SourceFire- Any experience with Palo Alto and / or Checkpoint FW's is a plus.What's In It for You- Cutting-Edge projects with Household Brand name Quality clients- Impressive teams to be a part of- Very competitive compensation, vacation and benefits plans- Excellent corporate culture that is build around employee growth and skills development (through encouraged training and internal programs)- Opportunity to grow in different directions within the company while obtaining additional industry certificationsWhat You Will Be Doing-  Technical Solutions Design / Architecture around Cisco R/S and Cisco Security focused solutions- Project scoping and network design- Act as a Cisco Subject Mater Expert to customers and internal staff in the region- Keep up-to-date on relevant competitive solutions, products and services.- Mentoring junior level engineers in new and relevant security solutions and products****Please apply today if interested or you can send your resume to me directly (in Word format please): Chuck.Cooke@CyberCoders.com
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    CCIE
                                    
                                
                            
                            
                                
                                    
                                    Cisco R/S
                                    
                                
                            
                            
                                
                                    
                                    Cisco Data Center
                                    
                                
                            
                            
                                
                                    
                                    Cisco Security
                                    
                                
                            
                            
                                
                                    
                                    Cisco ISE
                                    
                                
                            
                            
                                
                                    
                                    Sourcefire
                                    
                                
                            
                            
                                
                                    
                                    Pre Sales",https://www.cybercoders.com/cisco-security-lead-regional-solutions-architect-job-424949
Data,SQL Developer,"Roseville, CA","['80', '100']","If you are a SQL Developer with experience, please read on!Based in Roseville, CA, we’re an established software company that specializes in designing solutions for educational organizations. Our technology is trusted by some of the largest educational organizations in the country and we’re proud to serve their needs. If you want to join a tight-knit team in fast-paced environment that solves complex problems, then apply immediately.What You Will Be DoingA SQL Developer who understands complex code and has strong experience with SQL and T-SQL will be designing and implementing solutions using T-SQL.What You Need for this PositionAt Least 3 Years of experience and knowledge of:- SQL (Database design, data modeling and analysis, performance tuning)- T-SQL  (writing stored procedures, packages, functions and scripts)Nice to Have:- C#- XMLWhat's In It for You- $80,000 - $100,000- 401k - PTO - Medical- Dental- Vision- Life Insurance- Fantastic company events- Communicative, friendly team!So, if you are a SQL Developer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    T-SQL
                                    
                                
                            
                            
                                
                                    
                                    SQL
                                    
                                
                            
                            
                                
                                    
                                    SQL Server
                                    
                                
                            
                            
                                
                                    
                                    C#
                                    
                                
                            
                            
                                
                                    
                                    XML
                                    
                                
                            
                            
                                
                                    
                                    Database Design
                                    
                                
                            
                            
                                
                                    
                                    Data Analysis",https://www.cybercoders.com/sql-developer-job-426655
Data,DBA/DB Engineer (SQL Server),"Boca Raton, FL","['80', '100']","If you are a DBA/DB Engineer (SQL Server) with experience, please read on!Top Reasons to Work with UsCompetitive salaryBonusBenefitsCasual work environmentStanding DesksGreat chairsGym in office at no cost open all dayFull-size kitchenJunior Level OK - we want a long-term team memberWhat You Will Be DoingWorking with all things SQL Server:QueriesScriptingMigrationsData WarehousingAnalyticsCashing (we use Reddis)Working with SSIS, SSASWhat You Need for this PositionSkillsets we are looking for you to be proficient in (if you don't have everything, we can train you!):Expert level proficiency with SQL ServerScripting experience with SQLSQL QueriesAzure ExperienceCashing (Reddis)NoSQLCosmosDBMongoDBETLPowerBIC#PythonWhat's In It for You- Vacation/PTO- Medical- Dental- BonusSo, if you are a DBA/DB Engineer (SQL Server) with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Queries
                                    
                                
                            
                            
                                
                                    
                                    Scripting
                                    
                                
                            
                            
                                
                                    
                                    Data Warehousing
                                    
                                
                            
                            
                                
                                    
                                    Cloud
                                    
                                
                            
                            
                                
                                    
                                    SQL Server
                                    
                                
                            
                            
                                
                                    
                                    ETL
                                    
                                
                            
                            
                                
                                    
                                    Ssis
                                    
                                
                            
                            
                                
                                    
                                    SQL
                                    
                                
                            
                            
                                
                                    
                                    MongoDB
                                    
                                
                            
                            
                                
                                    
                                    Cosmos DB",https://www.cybercoders.com/dba-db-engineer-sql-server-job-420392
