Search,Title,Location,Salary,Description,Skills,URL
Finance,Corporate Tax Manager,"Irvine, CA","['110', '175']","If you are a Corporate Tax Manager with experience, please read on!What You Will Be DoingFor nearly 30 years, We have provided trusted business advisory services that have extended beyond the traditional auditor or accountant role. We study every client’s business and industry thoroughly and offer insights into becoming more efficient and cost-effective. Our reliable advice and expert solutions for complex financial and transactional matters have established our team as sophisticated accounting, reporting and advisory services providers that compare with national public accounting firms. We augment our expertise with personalized attention to every client because we believe that middle-market companies deserve the same level of service and respect as larger enterprises. With this in mind, we help businesses advance from where they are today to where they want to go.In addition to traditional accounting services, such as tax consulting and planning, auditing, and due diligence for mergers and acquisitions, We assist clients with Sarbanes-Oxley compliance, preparation for IPOs, and ongoing SEC filings. We are particularly well-versed in the real estate, manufacturing and distribution, technology, life sciences, and non-profit sectors.Drawing on their base of five to eight years of experience, Managers at our Firm are responsible for handling several client engagements simultaneously, as well as maintaining client relationships and developing a referral network for business development. Our Managers possess a high-level understanding of business and industry concepts, and use these as a foundation for providing proactive advice to current and prospective clients.What You Need for this PositionMore Than 5 Years of experience and knowledge of:- CPA- Corporate Tax- FIN 48- FAS 109- Finance- Corporate Tax ManagerSo, if you are a Corporate Tax Manager with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    CPA
                                    
                                
                            
                            
                                
                                    
                                    Corporate Tax
                                    
                                
                            
                            
                                
                                    
                                    FIN 48
                                    
                                
                            
                            
                                
                                    
                                    FAS 109
                                    
                                
                            
                            
                                
                                    
                                    Finance
                                    
                                
                            
                            
                                
                                    
                                    Corporate Tax Manager",https://www.cybercoders.com/corporate-tax-manager-job-411275
Finance,Corporate Tax Manager,"Long Beach, CA","['110', '175']","If you are a Corporate Tax Manager with experience, please read on!What You Will Be DoingFor nearly 30 years, We have provided trusted business advisory services that have extended beyond the traditional auditor or accountant role. We study every client’s business and industry thoroughly and offer insights into becoming more efficient and cost-effective. Our reliable advice and expert solutions for complex financial and transactional matters have established our team as sophisticated accounting, reporting and advisory services providers that compare with national public accounting firms. We augment our expertise with personalized attention to every client because we believe that middle-market companies deserve the same level of service and respect as larger enterprises. With this in mind, we help businesses advance from where they are today to where they want to go.In addition to traditional accounting services, such as tax consulting and planning, auditing, and due diligence for mergers and acquisitions, We assist clients with Sarbanes-Oxley compliance, preparation for IPOs, and ongoing SEC filings. We are particularly well-versed in the real estate, manufacturing and distribution, technology, life sciences, and non-profit sectors.Drawing on their base of five to eight years of experience, Managers at our Firm are responsible for handling several client engagements simultaneously, as well as maintaining client relationships and developing a referral network for business development. Our Managers possess a high-level understanding of business and industry concepts, and use these as a foundation for providing proactive advice to current and prospective clients.What You Need for this PositionMore Than 5 Years of experience and knowledge of:- CPA- Corporate Tax- FIN 48- FAS 109- Finance- Corporate Tax ManagerSo, if you are a Corporate Tax Manager with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    CPA
                                    
                                
                            
                            
                                
                                    
                                    Corporate Tax
                                    
                                
                            
                            
                                
                                    
                                    FIN 48
                                    
                                
                            
                            
                                
                                    
                                    FAS 109
                                    
                                
                            
                            
                                
                                    
                                    Finance
                                    
                                
                            
                            
                                
                                    
                                    Corporate Tax Manager",https://www.cybercoders.com/corporate-tax-manager-job-411278
Finance,Corporate Tax Manager,"Mission Viejo, CA","['110', '175']","If you are a Corporate Tax Manager with experience, please read on!What You Will Be Doing(THIS POSITION REPORTS TO IRVINE, CA)For nearly 30 years, We have provided trusted business advisory services that have extended beyond the traditional auditor or accountant role. We study every client’s business and industry thoroughly and offer insights into becoming more efficient and cost-effective. Our reliable advice and expert solutions for complex financial and transactional matters have established our team as sophisticated accounting, reporting and advisory services providers that compare with national public accounting firms. We augment our expertise with personalized attention to every client because we believe that middle-market companies deserve the same level of service and respect as larger enterprises. With this in mind, we help businesses advance from where they are today to where they want to go.In addition to traditional accounting services, such as tax consulting and planning, auditing, and due diligence for mergers and acquisitions, We assist clients with Sarbanes-Oxley compliance, preparation for IPOs, and ongoing SEC filings. We are particularly well-versed in the real estate, manufacturing and distribution, technology, life sciences, and non-profit sectors.Drawing on their base of five to eight years of experience, Managers at our Firm are responsible for handling several client engagements simultaneously, as well as maintaining client relationships and developing a referral network for business development. Our Managers possess a high-level understanding of business and industry concepts, and use these as a foundation for providing proactive advice to current and prospective clients.What You Need for this PositionMore Than 5 Years of experience and knowledge of:- CPA- Corporate Tax- FIN 48- FAS 109- Finance- Corporate Tax ManagerSo, if you are a Corporate Tax Manager with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    CPA
                                    
                                
                            
                            
                                
                                    
                                    Corporate Tax
                                    
                                
                            
                            
                                
                                    
                                    FIN 48
                                    
                                
                            
                            
                                
                                    
                                    FAS 109
                                    
                                
                            
                            
                                
                                    
                                    Finance
                                    
                                
                            
                            
                                
                                    
                                    Corporate Tax Manager",https://www.cybercoders.com/corporate-tax-manager-job-411736
Finance,CPA,"Richmond, VA","['60', '75']","If you are a CPA with 5+ years experience and local to the greater Richmond VA area, please read on!Accounting firm in Richmond is looking for an experienced CPA to join our full-service accounting firm. This position offers excellent opportunity and benefits for the right individual. We are uniquely prepared to provide our clients proactive year round guidance and services, including tax, audit, business valuations and estate and trust administration and planning.What You Will Be DoingMaintains accounting, payroll, and tax of diversified group of businesses.• Assist in tax planning for clients• Tax research for clients and colleagues• Preparation and review of federal income tax returns for individuals, partnerships, corporations and not-for-profit organizations• Managing appropriate due dates• Supervision of staff• Working closely with tax managers and partners• Maintaining client contacts and communication• Delegating responsibility and work assignmentsWhat You Need for this PositionMore Than 5 Years of experience and knowledge of:• Bachelor’s degree in Accounting• Certified Public Accountant• Four years of recent public accounting experience• Computer and technology skills* Develops system to account for financial transactions by establishing a chart of accounts; defining bookkeeping policies and procedures.* Maintains subsidiary accounts by verifying, allocating, and posting transactions.* Balances subsidiary accounts by reconciling entries.* Maintains general ledger by transferring subsidiary account summaries.* Balances general ledger by preparing a trial balance; reconciling entries.* Maintains historical records by filing documents.* Prepares financial reports by collecting, analyzing, and summarizing account information and trends.* Complies with federal, state, and local legal requirements by studying requirements; enforcing adherence to requirements; filing reports; advising management on needed actions.* Contributes to team effort by accomplishing related results as needed.* File payroll, quarterly taxes, annual taxes.So, if you are a CPA with 5+ years experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Public Accounting
                                    
                                
                            
                            
                                
                                    
                                    Bookkeeping
                                    
                                
                            
                            
                                
                                    
                                    taxes
                                    
                                
                            
                            
                                
                                    
                                    Payroll
                                    
                                
                            
                            
                                
                                    
                                    General Ledger
                                    
                                
                            
                            
                                
                                    
                                    Bachelor’s degree in Finance/ Accounting
                                    
                                
                            
                            
                                
                                    
                                    Certified Public Accountant
                                    
                                
                            
                            
                                
                                    
                                    Audit",https://www.cybercoders.com/cpa-job-422208
Finance,Public Accounting Tax Manager,"Irvine, CA","['90', '175']","If you are a Corporate Tax Manager with experience, please read on!What You Will Be DoingFor nearly 30 years, We have provided trusted business advisory services that have extended beyond the traditional auditor or accountant role. We study every client’s business and industry thoroughly and offer insights into becoming more efficient and cost-effective. Our reliable advice and expert solutions for complex financial and transactional matters have established our team as sophisticated accounting, reporting and advisory services providers that compare with national public accounting firms. We augment our expertise with personalized attention to every client because we believe that middle-market companies deserve the same level of service and respect as larger enterprises. With this in mind, we help businesses advance from where they are today to where they want to go.In addition to traditional accounting services, such as tax consulting and planning, auditing, and due diligence for mergers and acquisitions, We assist clients with Sarbanes-Oxley compliance, preparation for IPOs, and ongoing SEC filings. We are particularly well-versed in the real estate, manufacturing and distribution, technology, life sciences, and non-profit sectors.Drawing on their base of five to eight years of experience, Managers at our Firm are responsible for handling several client engagements simultaneously, as well as maintaining client relationships and developing a referral network for business development. Our Managers possess a high-level understanding of business and industry concepts, and use these as a foundation for providing proactive advice to current and prospective clients.What You Need for this PositionMore Than 5 Years of experience and knowledge of:- CPA- Corporate Tax- FIN 48- FAS 109- Finance- Corporate Tax ManagerSo, if you are a Corporate Tax Manager with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    CPA
                                    
                                
                            
                            
                                
                                    
                                    Corporate Tax
                                    
                                
                            
                            
                                
                                    
                                    FIN 48
                                    
                                
                            
                            
                                
                                    
                                    FAS 109
                                    
                                
                            
                            
                                
                                    
                                    Finance
                                    
                                
                            
                            
                                
                                    
                                    Corporate Tax Manager",https://www.cybercoders.com/public-accounting-tax-manager-job-422427
Finance,Tax Senior,"Glenview, IL","['60', '80']","If you are a Tax Senior with experience, please read on!Based in Glenview, we have assembled a hard-working staff of professionals who combine sound business knowledge with astute financial judgement. We pride ourselves on using traditional values with a modern approach to help our clients achieve their financial goals.Our team is what really sets us apart. We have assembled a hard-working staff of professionals who combine sound business knowledge with astute financial judgment.We are looking for a rockstar Tax Senior to join our team!Top Reasons to Work with Us- Career upward mobility- Encourages entrepreneurial-minded people to thrive- Work closely with a diverse client base- Collaborative work environment- Highly regarded public accounting firm- Work-Life BalanceWhat You Will Be Doing- Prepare individual, corporate, S-Corporation, Partnership and other entity tax returns- Prepare tax liability projections for corporate and individual clients- Conduct research on basic to intermediate tax issues- Communication of tax savings ideas to supervisors and clients- Direction and review of work of assigned associates- Develop rapport with existing client staff and leadershipWhat You Need for this Position- Bachelor's degree in Accounting/Finance- Licensed CPA or CPA Candidate- 3+ years in Public Accounting in TaxWhat's In It for You- Competitive salaries- 401(k) plan with Company match and discretionary employer profit sharing contribution- Single and Family Health insurance with a portion paid for by the Firm- Paid vacation, sick and personal time allowances- Paid time off for volunteer opportunities- Staff mentoring/coaching program- Bonus for passing of the CPA examSo, if you are a Tax Senior with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Bachelor's degree in Accounting/Finance
                                    
                                
                            
                            
                                
                                    
                                    Licensed CPA or CPA Candidate
                                    
                                
                            
                            
                                
                                    
                                    3+ years in Public Accounting in Tax",https://www.cybercoders.com/tax-senior-job-423503
Finance,CPA (public accounting firm experience needed),"Richmond, VA","['60', '75']","If you are a CPA with 3+ years public accounting firm experience and local to the greater Richmond VA area, please read on!Accounting firm in Richmond is looking for an experienced CPA to join our full-service accounting firm. This position offers excellent opportunity and benefits for the right individual. We are uniquely prepared to provide our clients proactive year round guidance and services, including tax, audit, business valuations and estate and trust administration and planning.What You Will Be DoingMaintains accounting, payroll, and tax of diversified group of businesses.• Assist in tax planning for clients• Tax research for clients and colleagues• Preparation and review of federal income tax returns for individuals, partnerships, corporations and not-for-profit organizations• Managing appropriate due dates• Supervision of staff• Working closely with tax managers and partners• Maintaining client contacts and communication• Delegating responsibility and work assignmentsWhat You Need for this PositionMore Than 5 Years of experience and knowledge of:• Bachelor’s degree in Accounting• Certified Public Accountant• Four years of recent public accounting experience• Computer and technology skills* Develops system to account for financial transactions by establishing a chart of accounts; defining bookkeeping policies and procedures.* Maintains subsidiary accounts by verifying, allocating, and posting transactions.* Balances subsidiary accounts by reconciling entries.* Maintains general ledger by transferring subsidiary account summaries.* Balances general ledger by preparing a trial balance; reconciling entries.* Maintains historical records by filing documents.* Prepares financial reports by collecting, analyzing, and summarizing account information and trends.* Complies with federal, state, and local legal requirements by studying requirements; enforcing adherence to requirements; filing reports; advising management on needed actions.* Contributes to team effort by accomplishing related results as needed.* File payroll, quarterly taxes, annual taxes.So, if you are a CPA with 5+ years experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Public Accounting
                                    
                                
                            
                            
                                
                                    
                                    Bookkeeping
                                    
                                
                            
                            
                                
                                    
                                    taxes
                                    
                                
                            
                            
                                
                                    
                                    Payroll
                                    
                                
                            
                            
                                
                                    
                                    General Ledger
                                    
                                
                            
                            
                                
                                    
                                    Bachelor’s degree in Finance/ Accounting
                                    
                                
                            
                            
                                
                                    
                                    Certified Public Accountant
                                    
                                
                            
                            
                                
                                    
                                    Audit",https://www.cybercoders.com/cpa-public-accounting-firm-experience-needed-job-423527
Finance,CEO : Real Estate + SaaS : REMOTE,"Tampa, FL","['200', '300']","WE ARE a Real Estate SaaS Company with an innovative product that is revolutionizing the industry! We have a fast paced, start-up environment and are looking for a CEO that can drive Strategy!YOU ARE a Leader who has experience in both the Real Estate industry and technology (Software, SaaS, IaaS, web, etc.). You are looking for an opportunity where you can be challenged AND rewarded!We are located in the Tampa, FL area but this role can be 100% REMOTE!What You Need for this PositionMore Than 5 Years of experience and knowledge of:- Executive Management as a CEO or similar- Staff Management : hire, fire, strategy, etc.- Accounting & Finance : budgeting, forecasting, etc.- Sales : strategy, etc. - Real Estate industry experience : knowledge of process, etc.- Technology experience : background working in a technology company or team (software, SaaS, IaaS, web, etc)- Start-up experience is a PLUSSo, if you are a CEO with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Executive Management
                                    
                                
                            
                            
                                
                                    
                                    Staff Management
                                    
                                
                            
                            
                                
                                    
                                    Accounting & Finance
                                    
                                
                            
                            
                                
                                    
                                    Sales
                                    
                                
                            
                            
                                
                                    
                                    Real Estate
                                    
                                
                            
                            
                                
                                    
                                    SaaS
                                    
                                
                            
                            
                                
                                    
                                    Start-up",https://www.cybercoders.com/ceo-real-estate-saas-remote-job-423585
Finance,Corporate Accountant,"Oak Brook, IL","['90', '120']","If you are an accounting professional with a track record of evaluating the financial impact of business changes, including mergers & acquisitions, and new accounting guidance, as well as ensuring compliance with US GAAP and SEC regulations, please read on!Top Reasons to Work with Us- This is the chance to be part of a team that is building something from scratch- Be part of a flat organization without office politics and the best idea wins- We have a relaxed atmosphere with casual dress and innovation required!What You Will Be Doing- Technical accounting research, draft white papers, provide guidance for financial models and valuations, and interact with the Company’s internal and external auditors. - Complex accounting and financial reporting matters, such as debt refinancing and segment reporting- Implementation of new accounting standards, including the new revenue recognition and lease accounting standards.- Review contracts to evaluate the potential accounting implications/treatmentWhat You Need for this Position- CPA is Required- 3+ years of SEC reporting experience in a public accounting or corporate environment- Expertise on GAAP and SEC regulations- Strong understanding of internal controls and Sarbanes OxleyWe are actively interviewing so APPLY TODAY!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Accounting/Finance
                                    
                                
                            
                            
                                
                                    
                                    GAAP
                                    
                                
                            
                            
                                
                                    
                                    SEC REporting
                                    
                                
                            
                            
                                
                                    
                                    Public Accounting
                                    
                                
                            
                            
                                
                                    
                                    Sarbanes Oxley
                                    
                                
                            
                            
                                
                                    
                                    White Papers",https://www.cybercoders.com/corporate-accountant-job-423587
Finance,CPA - Public Accounting Firm Experience needed!,"Richmond, VA","['60', '75']","If you are a CPA with 5+ years experience and local to the greater Richmond VA area, please read on!Accounting firm in Richmond is looking for an experienced CPA to join our full-service accounting firm. This position offers excellent opportunity and benefits for the right individual. We are uniquely prepared to provide our clients proactive year round guidance and services, including tax, audit, business valuations and estate and trust administration and planning.What You Will Be DoingMaintains accounting, payroll, and tax of diversified group of businesses.• Assist in tax planning for clients• Tax research for clients and colleagues• Preparation and review of federal income tax returns for individuals, partnerships, corporations and not-for-profit organizations• Managing appropriate due dates• Supervision of staff• Working closely with tax managers and partners• Maintaining client contacts and communication• Delegating responsibility and work assignmentsWhat You Need for this PositionMore Than 5 Years of experience and knowledge of:• Bachelor’s degree in Accounting• Certified Public Accountant• Four years of recent public accounting experience• Computer and technology skills* Develops system to account for financial transactions by establishing a chart of accounts; defining bookkeeping policies and procedures.* Maintains subsidiary accounts by verifying, allocating, and posting transactions.* Balances subsidiary accounts by reconciling entries.* Maintains general ledger by transferring subsidiary account summaries.* Balances general ledger by preparing a trial balance; reconciling entries.* Maintains historical records by filing documents.* Prepares financial reports by collecting, analyzing, and summarizing account information and trends.* Complies with federal, state, and local legal requirements by studying requirements; enforcing adherence to requirements; filing reports; advising management on needed actions.* Contributes to team effort by accomplishing related results as needed.* File payroll, quarterly taxes, annual taxes.So, if you are a CPA with 5+ years experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Public Accounting
                                    
                                
                            
                            
                                
                                    
                                    Bookkeeping
                                    
                                
                            
                            
                                
                                    
                                    taxes
                                    
                                
                            
                            
                                
                                    
                                    Payroll
                                    
                                
                            
                            
                                
                                    
                                    General Ledger
                                    
                                
                            
                            
                                
                                    
                                    Bachelor’s degree in Finance/ Accounting
                                    
                                
                            
                            
                                
                                    
                                    Certified Public Accountant
                                    
                                
                            
                            
                                
                                    
                                    Audit",https://www.cybercoders.com/cpa-public-accounting-firm-experience-needed-job-424455
Finance,Senior Controller,"Stockton, CA",[],"If you are a Senior Controller with a healthcare or medical background, please read on!We are a leading health care network that brings cutting edge medical services to you and have been for over 100 years now! This will be a full time role Location: Stockton, CAThis position is responsible for the supervision of accounting staff. This position reports to and is under the general direction of the Chief Financial Officer (CFO).You will be responsible for performing finance functions related to the practice management and accounting systems. This position is responsible for input and output, promoting and improving systems, providing proper audit trails, controlling record protection and other related work.What You Will Be Doing- Responsible for accounting staff supervision and development.- Develop, document and maintain processes and accounting to ensure compliance with GAAP.- Manage and comply with all reporting requirements and tax filings- Assist CFO reviewing and documentation of all adjustments and write offs to patient accounts- Participate in the preparation of the annual audit, cost reports, UDS, OSHPD and internal reports- Assist in the development of agency budgets- Oversee preparation of grant budgets and grant fiscal compliance.- Responsible for agency contracts and grant budget work sheetsWhat You Need for this Position- BA degree in accounting/finance- Eight (8) years of experience in finance and accounting procedures including audits and full general ledger oversight.- Experience in 2nd and 3rd party billing for medical organizations preferred- Four (4) years of supervisory experience in an accounting or finance department preferred- Valid California Driver's License, proof of automobile insurance and personal transportationNice to have:- Knowledge of CPT and ICD-10 codingSo, if you are a Controller coming from a healthcare/medical background, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    General Ledger
                                    
                                
                            
                            
                                
                                    
                                    Finance / Accounting Procedures
                                    
                                
                            
                            
                                
                                    
                                    Medical Billing
                                    
                                
                            
                            
                                
                                    
                                    CPT / ICD-10 Coding
                                    
                                
                            
                            
                                
                                    
                                    GAAP",https://www.cybercoders.com/senior-controller-job-424635
Finance,CEO : Real Estate Title + Start-up : REMOTE,"Tampa, FL","['200', '300']","WE ARE a Real Estate SaaS Company with an innovative product that is revolutionizing the industry! We have a fast paced, start-up environment and are looking for a CEO that can drive Strategy!YOU ARE a Leader who has experience in both the Real Estate titlae and closing experience as well as the Start-up/Entreprenuaral background. SaaS or technology (Software, SaaS, IaaS, web, etc.) Industry experience is a PLUS but not needed. You are looking for an opportunity where you can be challenged AND rewarded!We are located in the Tampa, FL area but this role can be 100% REMOTE!What You Need for this PositionMore Than 5 Years of experience and knowledge of:- Executive Management as a CEO or similar- Staff Management : hire, fire, strategy, etc.- Accounting & Finance : budgeting, forecasting, etc.- Sales : strategy, etc. - Real Estate title or closing experience : knowledge of process, industry players, needs, etc.- Technology experience : background working in a technology company or team (software, SaaS, IaaS, web, etc) isa PLUSSo, if you are a CEO with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Executive Management
                                    
                                
                            
                            
                                
                                    
                                    Staff Management
                                    
                                
                            
                            
                                
                                    
                                    Accounting & Finance
                                    
                                
                            
                            
                                
                                    
                                    Sales
                                    
                                
                            
                            
                                
                                    
                                    Real Estate
                                    
                                
                            
                            
                                
                                    
                                    Start-up
                                    
                                
                            
                            
                                
                                    
                                    mortgage broker
                                    
                                
                            
                            
                                
                                    
                                    SaaS
                                    
                                
                            
                            
                                
                                    
                                    Mortgage",https://www.cybercoders.com/ceo-real-estate-title-start-up-remote-job-424906
Finance,"Staff Accountant - SAP, Accounts Payable ($40k - $70k)","Dearborn, MI","['40', '70']","Job Title:  Staff AccountantJob Location: Dearborn, MIJob Salary: $40k-$70kBased in beautiful Dearborn, Michigan we are an international production company that manufactures next generation printing technology for clients in North America and Europe.If you are a Staff Accountant with SAP and Accounts Payable experience in Dearborn, MI Area, please read on!What You Need for this PositionMust Have Skills- Bachelors degree in Accounting or similar- Professional experience working as an Accountant- Accounts Payable expertiseNice to Have Skills- 2+ years professional experience using SAPWhat's In It for You- Full Time Direct Hire Salary- Competitive Salary $40k-$70k- Annual Bonus- Full Benefits- Paid Vacation- Paid Sick Time- Paid Holidays- 401k with MatchSo, if you are a Staff Accountant with SAP and Accounts Payable experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Accountant
                                    
                                
                            
                            
                                
                                    
                                    Staff Accountant
                                    
                                
                            
                            
                                
                                    
                                    Accounting
                                    
                                
                            
                            
                                
                                    
                                    Finance
                                    
                                
                            
                            
                                
                                    
                                    Exel
                                    
                                
                            
                            
                                
                                    
                                    Pivot Tables
                                    
                                
                            
                            
                                
                                    
                                    SAP
                                    
                                
                            
                            
                                
                                    
                                    Analytics
                                    
                                
                            
                            
                                
                                    
                                    Analysis",https://www.cybercoders.com/staff-accountant-sap-accounts-payable-40k-70k-job-426237
