,Job Title,Location,Job Salary,Job Description,Preferred Skills
463,Cisco Security Lead Regional Solutions Engineer / Architect,"Reston, VA",[],"Leading Solutions Provider partnered with Cisco, EMC, VMware, NetApp and Citrix is in rapid growth mode and is currently looking for a CCIE level Solutions Engineer with strong Security experience to act as the firm's Regional SME in Cisco Security Solutions. This will be a high profile position where you will have the opportunity to work with cutting-edge technology and solutions within the Network Security arena.Firm is flexible on where the right person is located (within the greater NoVA / MD region) and you'll have the opportunity to work remotely from home when not in front of clients (high % of remote work)***Relocation offered to highly qualified candidatesTop Reasons to Work with Us***Relocation assistance offered to highly qualified candidates!***Very competitive comp plans offered.****Work remotely from home when not in front of clients.What You Need for this Position- Lab CCIE or CCNP certification (Security tracks preferred)- Solid Cisco R/S and Cisco Security expertise- Extensive experience in Layer 2 & Layer 3 technologies- Experience engaging clients discussions surrounding relevant Network Security Solutions - Strong experience implementing / deploying Cisco Security Solutions involving ASA's, ISE, and / or SourceFire- Any experience with Palo Alto and / or Checkpoint FW's is a plus.What's In It for You- Cutting-Edge projects with Household Brand name Quality clients- Impressive teams to be a part of- Very competitive compensation, vacation and benefits plans- Excellent corporate culture that is build around employee growth and skills development (through encouraged training and internal programs)- Opportunity to grow in different directions within the company while obtaining additional industry certificationsWhat You Will Be Doing-  Technical Solutions Engineering around Cisco R/S and Cisco Security focused solutions- Assistance with project scoping and network design- Implementation / Engineering for key Cisco Security projects involving the ASA's, FirePower, SourceFire and / or ISE.- Act as a Cisco Subject Mater Expert to customers and internal staff- Keep up-to-date on relevant competitive solutions, products and services.- Mentoring junior level engineers in new and relevant security solutions and products****Please apply today if interested or you can send your resume to me directly (in Word format please): Chuck.Cooke@CyberCoders.com
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        CCIE                                                                                                                                                                                                                                    Cisco R/S                                                                                                                                                                                                                                    Cisco Data Center                                                                                                                                                                                                                                    Cisco Security                                                                                                                                                                                                                                    Cisco ISE                                                                                                                                                                                                                                    Sourcefire                                                                                                                                                                                                                                    Pre Sales                                                                                                                                                
464,Senior Ruby on Rails Developer for Top Market Research company!,"Orlando, FL","['100', '120']","Leading data analytics company with offices across the US is looking to hire a Senior Ruby on Rails Developer to their growing team. This person will be responsible for working with complex architectures and distributed systems.We have a complex scalable system that helps us correlate online activity to purchases.  If you are a Senior Ruby on Rails Developer with experience, please read on!Top Reasons to Work with Us-Top Market Research Company-Well-known in our space-Ample opportunity for growthWhat You Will Be Doing-Solving complex architectures-Working on distributed systemsWhat You Need for this PositionAt Least 3 Years of experience and knowledge of:- Ruby on Rails / RoR / Ruby / Rails- Data Structures- AlgorithmsWhat's In It for You-Competitive benefit package-401k Matching-Bonus potentialSo, if you are a Senior Ruby on Rails Developer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Ruby on Rails / RoR / Ruby / Rails                                                                                                                                                                                                                                    Data Structures                                                                                                                                                                                                                                    Algorithms                                                                                                                                                
465,"Senior Software Engineer (File System Storage, Multithread, C)","San Jose, CA","['150', '200']","If you are a Senior Software Engineer (Storage, Multithreading, C) with experience, please read on!What You Will Be DoingCode in a variety of languages, primarily C/C++Design, implement, and maintain high-performance, scalable storage systemsBe able to execute project in entirety from feature specification, design, implementation and validation with minimal supervision.Be able to create documentation such as design documents, feature specification and bug updates. Being able to create a work plan with verifiable milestones and time estimates and deliver project within estimates.Constructively collaborate with the team during design/code reviews.Interfacing with QA to come up with effective feature test plans.Being able to benchmark performance and identify and troubleshoot bottlenecksWhat You Need for this Position6+ years of system software development experienceStrong C/C++ programming skillsPython, Shell scripting, Linux experience4+ years experience developing Enterprise quality FileSystem/Storage softwareAbility to program both in kernel and userspaceGood understanding of multithreading and race conditions in concurrent systems.Good understanding of on-disk and in-memory data structures and algorithms with emphasis on performanceAbility to work successfully as part of a teamStrong written and verbal communication skillsBS/MS/PhD in Computer Science/Engineering or equivalent work experienceDesiredExperience in design and development of hyperconverged/distributed storage systemsExperience in debugging and fixing data corruption issuesExperience implementing erasure coding for data protectionWhat's In It for YouHighly competitive comp packages!! Equity among other fantastic perks!!So, if you are a Senior Software Engineer (Storage, Multithreading, C) with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        C                                                                                                                                                                                                                                    System Software Engineering                                                                                                                                                                                                                                    Multi-Threading                                                                                                                                                                                                                                    Filesystem                                                                                                                                                                                                                                    Storage                                                                                                                                                                                                                                    concurrent systems                                                                                                                                                                                                                                    On-disk Data Structures                                                                                                                                                                                                                                    Memory Data Structures                                                                                                                                                                                                                                    Distributed Storage Systems                                                                                                                                                
466,WPF Engineer - RELOCATE today!,"Tacoma, WA","['120', '150']","If you are a WPF Engineer with C# experience, please read on!Title: WPF EngineerAlternate Title: Windows Client EngineerLocation: Tacoma, WA - relocate on us today!Salary: $120k - $150kWe are the creators or a military-grade data security platform for the enterprise company at the forefront of data security innovation—our products offers best in class data security innovation  our technology shreds andencrypts data end-to-end to harden security for cloud, mobile and Big Data.We are looking for a C# developer responsible for building C#/.Net applications. Your primary responsibilities will be to design and develop applications, and to coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product is essential.What You Will Be Doing- 5 or more years experience- Strong understanding of object-oriented programming- Familiar with various design and architectural patterns- Proficiency with C#, .Net, and Windows development environments and tools- Knack for writing clean, readable C# code- Implementing automated testing platforms and unit testsWhat You Need for this Position- Proficient in C#, with a good knowledge of its ecosystems- Familiarity with the .NET framework- Strong understanding of object-oriented programming- Skill for writing reusable C# libraries- Familiar with various design and architectural patterns- Knowledge of concurrency patterns in C#- Knack for writing clean, readable C# code- Understanding fundamental design principles behind a scalable application- Basic understanding of Common Language Runtime (CLR), its limitations, weaknesses, and workarounds- Implementing automated testing platforms and unit tests- Proficient understanding of code versioning tools such as Git- Familiarity with continuous integration- Strong oral, written and interpersonal skills.What's In It for You- Vacation/PTO- Medical- Dental- Vision- Bonus- 401(k)So, if you are a WPF Engineer with relevant experience, please apply today!Or simply e-mail your resume to Madeline@cybercoders.comI look forward to hearing from you!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        C#                                                                                                                                                                                                                                    .NET                                                                                                                                                                                                                                    CLR                                                                                                                                                                                                                                    Windows                                                                                                                                                
467,Machine Learning Scientist / Engineer,"Costa Mesa, CA",[],"Situated where the 55 and 405 intersect in sunny Orange County is a stimulating opportunity for talented individuals who want to work on next generation problems in AI in Costa Mesa, CA!! We are an artificial intelligence firm unlocking and unleashing the world of artificial intelligence. We are simplifying the world of complex data and building a scalable platform that will utilize cognitive computing to automate unstructured audio and video data into actionable intelligence.What You Will Be DoingYou'll be working on bleeding edge technologies with a fast-growing company that has been massively successful in a short period of time.  You'll work with an innovative team to create build out best-in-class cognitive engines by developing advanced algorithms to perform comprehensive analysis in real-time!What You Need for this PositionAt Least 3 Years of experience and knowledge of:- Machine Learning- Computer Vision- Natural Language Understanding- Theano- Tensorflow- Keras- Deep Learning- Neural Networks- Python- JavaWhat's In It for You- $150-190k DOE- Vacation/PTO- Work from Home Days - Medical- Dental- Vision- Relocation Assistance- 401(k)- Stock Options- Catered Lunch- Company Sponsored Events - Free Lunch FridaysSo, if you are a Machine Learning Scientist / Engineer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Machine Learning                                                                                                                                                                                                                                    Computer Vision                                                                                                                                                                                                                                    Natural Language Understanding                                                                                                                                                                                                                                    Theano                                                                                                                                                                                                                                    Tensorflow                                                                                                                                                                                                                                    Keras                                                                                                                                                                                                                                    Deep Learning                                                                                                                                                                                                                                    neural networks                                                                                                                                                                                                                                    Python                                                                                                                                                                                                                                    Java                                                                                                                                                
468,Senior Magento Developer - eCommerce!,"San Diego, CA","['95', '100']","If you are a Senior Magento Developer with experience, please read on!Top Reasons to Work with UsWe Are Digital Pioneers. We might be the typical startup story, but we’re far from typical. We are located in beautiful city of San Diego and love every second of it! Being a full-service digital agency means we live at the intersection of creative, marketing, technology, and data. We offer great compensation with great energy in a start up minded but well established company atmosphere!What You Will Be DoingWhat you will be doing:Creating clean, well-documented, efficient, and standards-compliant code with an eye towards performance optimization Define, design, develop, integrate, test, deploy, maintain, troubleshoot, and enhance applications and tools written in PHP, JavaScript, HTML, CSS and other languages as necessary Develop on new and existing client projects built using the Magento 1 and Magento 2 platform Write secure code and exercise good judgment in handling sensitive data Troubleshooting critical production issues Embrace emerging standards while promoting best practices Maintaining a high awareness of industry issues and trends, particularly in regard to accessibility, usability, and emerging technologies; keep team members informed as appropriate, with a view to incorporating these in future projects Writing technical software requirements as needed Implementing and maintaining Magento best practices Evaluate developer code quality and provide input for performance evaluations Understanding client short and long term goals and recommending a solution Setting up, configuring and optimizing enterprise level ecommerce software and servers Developing custom modules for integration into ERP, accounting, fulfillment and marketing systems Integrating user interface designs, flows and processes Paying attention to software development process practiced by the team and help improve it so we deliver products on time with quality Foster a culture of continuous improvement by learning, applying and educating team on software best practices.What You Need for this PositionWhat you need for this position:4-6 years of experience building scalable robust web or ecommerce applications in OOP PHP Experience working with the following technologies: Javascript, XML, JSON, SQL, PHP Experience with OOP PHP Competent with MySQL-based database concepts Familiarity with automated deployment strategies Experience working from the linux command line General knowledge of Git and GitFlow Attention to detail and relentless pursuit for best in class solutions Nice to haves:Magento Developer Certification In-depth knowledge of PCI compliance and other e-commerce industry topics Knowledge of optimization, caching, and scaling techniques Multi-website, store view deployment Experience with AWS or similar cloud platformsWhat's In It for You95K-100K Base!BenefitsMedicalDentalVisionSenior level positionREAL track to managementSo, if you are a Senior Magento Developer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Magento                                                                                                                                                                                                                                    Magento 2                                                                                                                                                                                                                                    PHP                                                                                                                                                                                                                                    JavaScript                                                                                                                                                                                                                                    XML                                                                                                                                                                                                                                    JSON                                                                                                                                                                                                                                    SQL                                                                                                                                                                                                                                    OOP PHP                                                                                                                                                                                                                                    HTML                                                                                                                                                                                                                                    CSS                                                                                                                                                
469,Software Engineer - C# / .NET,"Huntington Beach, CA","['90', '110']","If you are a Software Engineer with low-level USB driver development as well as windows desktop application development C# /  .NET experience, please read on!What You Will Be DoingThe Software Engineer will develop, design, validation and documentation of application software to support test and manufacturing of products.What You Need for this PositionAt Least 3-5 Years of experience and knowledge of:- C# / .NET-WPF- TCP/IP- multi-threading- data acquisition- USB / Device Drivers- SQL- Desktop Application DevelopmentWhat's In It for YouFull Benefits Available.So, If you are a Software Engineer with  windows desktop application development C# /  .NET experience, please apply today.
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        C# / .NET                                                                                                                                                                                                                                    Win32                                                                                                                                                                                                                                    WPF                                                                                                                                                                                                                                    TCP/IP                                                                                                                                                                                                                                    SQL Server                                                                                                                                                                                                                                    Multi-Threading                                                                                                                                                                                                                                    data acquisition                                                                                                                                                                                                                                    USB / Device Drivers                                                                                                                                                                                                                                    DSP                                                                                                                                                
470,Software Engineer - C# / .NET,"Seal Beach, CA","['90', '110']","If you are a Software Engineer with low-level USB driver development as well as windows desktop application development C# /  .NET experience, please read on!What You Will Be DoingThe Software Engineer will develop, design, validation and documentation of application software to support test and manufacturing of products.What You Need for this PositionAt Least 3-5 Years of experience and knowledge of:- C# / .NET-WPF- TCP/IP- multi-threading- data acquisition- USB / Device Drivers- SQL- Desktop Application DevelopmentWhat's In It for YouFull Benefits Available.So, If you are a Software Engineer with  windows desktop application development C# /  .NET experience, please apply today.
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        C# / .NET                                                                                                                                                                                                                                    Win32                                                                                                                                                                                                                                    WPF                                                                                                                                                                                                                                    TCP/IP                                                                                                                                                                                                                                    SQL Server                                                                                                                                                                                                                                    Multi-Threading                                                                                                                                                                                                                                    data acquisition                                                                                                                                                                                                                                    USB / Device Drivers                                                                                                                                                                                                                                    DSP                                                                                                                                                
471,Systems Engineer - SharePoint Integration,"Burbank, CA","['100', '120']","If you are a Systems Engineer with experience, please read on!Top Reasons to Work with Us- Competitive  Salary and Benefits Package- Dynamic, Fast-Paced, Family Oriented Environment!- Nation's largest regional distributor of Industrial Supplies!What You Will Be DoingYou will be provide leadership on corporate data governance initiatives for product data contained and used in the company’s ERP system, as well as, integrations with various other IT infrastructure and systems. You will also be responsible for insuring the proper system maintenance of a wide range of systems. Responsibilities:•Architect, implement and troubleshoot systems, including hyper-visor level to user interface. •Utilize MDM tools to deploy, manage and maintain mobile devices, operating systems, and software.•Direct implementation and execution of system integrations across platforms to both internal and external systems.•Coordinate the management of the company servers and data network including user administration, maintenance, tuning, backup, security, documentation and reporting.What You Need for this Position- Bachelor's Degree with 5+ years' experience managing IT operations. Distribution or Similar Industry preferred.- Must have SharePoint Experience!- Experience with ERP and BI Tools- Experience with system design and development- Microsoft Technologies, AIX, Linux, NOSQL, LAMP, Restful Services, UniVerse Database, PICK Database- Strong Background with Microsoft 365 environment (Exchange, SharePoint, Active Directory)What's In It for You- Medical, dental and vision insurance- Profit sharing- 401K + employer match- Flexible Spending Account- Long Term Disability- Employer paid life insurance- Vacation/Sick/Holiday paySo, if you are a Systems Engineer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        SharePoint                                                                                                                                                                                                                                    MDM Tools                                                                                                                                                                                                                                    ERP/BI Tools                                                                                                                                                                                                                                    Microsoft Office 365                                                                                                                                                                                                                                    AIX                                                                                                                                                                                                                                    Linux                                                                                                                                                                                                                                    NoSQL                                                                                                                                                                                                                                    LAMP                                                                                                                                                                                                                                    Microsoft Technologies                                                                                                                                                
472,Sr. Software Engineer,"Boston, MA","['110', '130']","Based in Boston, MA with offices internationally, we are a big data analytics Start-up that has revolutionized the way companies in the finance sector find new customers.  By looking at behavioral data tracked through a consumer's mobile device, our software platform is able to determine credit scores and other useful information in real time. This information is crucial for finance companies who are looking to expand and offer their services to more consumers, especially in developing areas.

We are searching for a Platform Engineer (Java/Scala/Python) who will build out our platform which leverages the following technologies: AWS (EC2, Redshift), MySQL, Hadoop (HDFS), Spark, MapReduce and Java/Scala

This is an incredible opportunity to build a B2B consumer facing big data product from the ground up, working with world class engineers in a an iterative and collaborative Start-up environment.What You Will Be DoingReporting to the Director of Engineering, you will build out a world class product which will be used by finance companies around the world. In addition, you will work with our data analytics and product teams to design and build tools and services for internal as well as external customers. Occasionally you will assist with other needs, such as deployments and customer integration projects.What You Need for this PositionThe Basics:
- BS/MS, Computer Science
- 4+ years of professional experience coding with one of the following languages: Java, Scala, Python

Ideal candidate will also have at least one of the following qualifications:
- Experience working on a cloud based platform (AWS, Azure, Rackspace, etc.)
- Professional experience with Big Data technologies: Hadoop, HDFS, Spark, MapReduce, etc.
- MySQL/NoSQL:  designing scalable data models and data access patterns with partitioning and shardingTop Reasons to Work with Us1.) We are a Start-up company with excellent compensation packages, stock, benefits, PTO, emphasis on work/life balance, and MORE!
2.) Plenty of opportunity to grow with the company- fantastic upward mobility in title/responsibilities.
3.) Excellent office location with easy public transportation access and lots of surrounding places for after-work entertainment.So, if you are a Sr. Software Engineer who wants to work on a Big Data Analytics product, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Java/Scala                                                                                                                                                                                                                                    Hadoop: HDFS                                                                                                                                                                                                                                    Cloud based Systems                                                                                                                                                                                                                                    SPARK                                                                                                                                                                                                                                    SQL/NoSQL                                                                                                                                                
473,Senior Software  Engineer,"San Mateo, CA","['150', '200']","If you are a Senior Software  Engineer with experience in building Web Applications , please read on!Job Title: Senior Software Engineer ( 2 openings)Location: San Mateo, CASalary: $150- 185k + Equity optionsThe Company: We are a Mid-Stage start up that has created a cognitive platform that brings advanced insights to health care. Our platform provides solutions that provide more accurate risk adjustments by creating digitized medical records. We are looking to add the best and brightest to our team!!What You Will Be DoingDaily responsibilities include Design, Architecture, Development, Code Review, and Testing of key system areas including:– Extensible Analytics Pipeline– High Availability RESTful web services– Data Management Layer– Security Architecture– Logging and Monitoring InfrastructureWhat You Need for this PositionRequirements:Bachelors in Computer SciencePreferred- Masters or PhD- -8+ years of experience Experience in the following: -Java/ Scala- REST- NoSQL- Cassandra or Hbase PrefferedPluses:  -Experience building web applications- preferably in Angular-Experience with Security and Access Control implementations-Data manipulation and analysis with tools like Python and Shell scripting-Experience working on technical side projects or open source contributions-Healthcare Domain expertiseWhat's In It for You- Competitive Salary- Full Benefits- Great Work Environment- Immediate Hire- Equity Options- Lunch 4 times a week+ fully stocked fridge!!So, if you are a Senior Software Engineer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Java                                                                                                                                                                                                                                    Scala                                                                                                                                                                                                                                    NoSQL                                                                                                                                                                                                                                    Rest                                                                                                                                                
474,Principal Software Engineer (.NET),"Solon, OH",[],"If you are a .NET/C# Developer with experience, please read on!We are an established, 500+ person company with over 30+ years of business and a solid track record of supplying a world class solution to more then 800+ companies globally.  Our solution leverages electronic devices coupled with an advanced infrastructure and software that enables our customers to predict and respond to certain conditions. We’re at the intersection of communications, data technology, energy, and national resource engineering.Job Title: Principle Software EngineerLocation: Solon, OH (near Cuyahoga Valley National Park)This will be a full time salaried role.Skills: .NET, C#, SQLWhat You Will Be Doing- Serves as technical expert in the design, development, and testing of the RF Head End Software that monitors, controls and collects data from remote devices.- Collaborates with System Architect to ensure that design meets system architectural objectives. - Collaborates with a distributed agile team to ensure the job gets done. - Responds to customer escalations and maintains existing code using.NET-based technologies, refactoring as needed to provide highly reliable solutions.- Consistently leads development activities and assigns and monitors progress of technical objectives. Mentors others.What You Need for this Position5+ years working experience- BSCS or related- .NET- C#- SQL - SOA architecture- Agile Development MethodologiesBonus points for: - Team Foundation Server (TFS) - Web application front end including browser-based UI, CSS and Javascript with JQuery, Ajax, JSON, and Backbone.What's In It for You- Medical, dental, and vision care- Flex spending, 401k, tuition reimbursement, - Vacation, holiday & personal timeSo, if you are a .NET Developer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        .NET                                                                                                                                                                                                                                    C#                                                                                                                                                                                                                                    SQL                                                                                                                                                                                                                                    Team Foundation Server (TFS)                                                                                                                                                                                                                                    Agile Software Development                                                                                                                                                
475,Senior Software Engineer (.NET),"Wellesley, MA",[],"If you are a Senior Software Developer with experience, please read on!We are an established, 500+ person company with over 30+ years of business and a solid track record of supplying a world class solution to more then 800+ companies globally.  Our solution leverages electronic devices coupled with an advanced infrastructure and software that enables our customers to predict and respond to certain conditions. We’re at the intersection of communications, data technology, energy, and national resource engineering.Job Title: Senior Software EngineerLocation: Wellesley, MA (near Babson Park)This will be a full time salaried role.Skills: .NET, C#, JavaScriptWhat You Will Be Doing- Provide senior level software design and development for a family of multi-tier 24x7 Azure Cloud hosted web applications that scale to a large number of web users and large backend databases. - Develop applications in Microsoft .NET technologies, SQL Server database, Cassandra NoSQL database, Azure Cloud Platform services, Azure Data storage, Web APIs, CSS, and JavaScript frameworks, such as Bootstrap and AngularJS- Work on our Scrum team- Work closely with SMEs and Product Management to validate functional and non-functional requirements to satisfy the product use cases.What You Need for this Position5+ years working experience- BSCS or related- .NET- C#, ASP.NET- JavaScript (Angular, Bootstrap)- SQL Server or NoSQL DB (Cassandra, Mongo)- Agile Development MethodologiesBonus points for: - Cloud (Azure)What's In It for You- Medical, dental, and vision care- Flex spending, 401k, tuition reimbursement, - Vacation, holiday & personal timeSo, if you are a Full Stack Developer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        .NET                                                                                                                                                                                                                                    C#                                                                                                                                                                                                                                    SQL                                                                                                                                                                                                                                    Agile Software Development                                                                                                                                                                                                                                    ASP.NET                                                                                                                                                                                                                                    NoSQL                                                                                                                                                                                                                                    AngularJS                                                                                                                                                
