Search,Title,Description,Skills,Location,Cities,States,Latitude,Longitude,Min_Salary,Max_Salary,Mean_Salary,URL
Data Engineer,"Big Data Engineer - Scala, Hadoop, Spark","If you are a Big Data Engineer with Scala, Hadoop and Spark experience, we would like to hear from you!  We are an engineering services company working with leading technology companies to develop a high performance data analytics platform that can handle petabytes of datasets.  If  you  are a truly talented Big Data engineer with super skills in Scala, Hadoop and Spark, and you are looking for an opportunity to help design and implement an amazing Big Data solution that will be deployed on a massive scale, this is your chance!What You Will Be Doing- helping design and develop Big Data analytical applications- designing, supporting and continuously enhancing the project code base, continuous integration pipeline, etc.- writing complex ETL processes and frameworks for analytics and data management- implementing large-scale near real-time streaming data processing pipelinesWhat You Need for this Position- 4+ years of Big Data experience- Bachelor's degree in Computer Science or related field (Master's degree a PLUS)- strength with Scala- strong knowledge of Hadoop and Spark- experience with data mining and stream processing technologies (Kafka, Spark Streaming, Akka Streams)- experience with version control systems, particularly Git- desire and ability to quickly learn new tools and technologies- understanding of the best practices in data quality and quality engineering- knowledge of Unix-based operating systems (bash/ssh/ps/grep etc.) - a PLUS- experience with Github-based development processes - a PLUS- experience with JVM build systems (SBT, Maven, Gradle) - A PLUSWhat's In It for You- competitive salary- strong benefits package- great work atmosphere!So, if you are a Big Data Engineer with Scala, Hadoop and Spark experience, please apply today!                                    ","Big Data, Scala, Hadoop, Data Mining, Kafka, GIT, Unix, Akka Streams, Maven","Mountain View, CA",Mountain View,CA,37.3860517,-122.0838511,130000,175000,152500.0,https://www.cybercoders.com/big-data-engineer-scala-hadoop-spark-job-422923
Data Engineer,Lead Data Engineer - Machine Learning and AI,"If you are a Lead Data Engineer  with Machine Learning and AI experience, please read on!Top Reasons to Work with UsIf you enjoy providing expert level IT technical lead services, including the direction, evaluation, selection, configuration, implementation, and integration of new and existing technologies and tools while working closely with IT team members, data scientists, and data engineers to build AI and Data products.What You Will Be Doing- Data engineering and exciting stuff with big data- Showing off yourLinux and shell scripting expertise- SQL and NoSQL databases- Working with scalable data extraction tools (e.g. Cassandra, MongoDB)- Working with Scala, Spark, Java and/or SAS- Use AI/ML platforms, technologies, techniques (e.g. TensorFlow, Apache MXnet, Theano, Keras, CNTK, scikit-learn, H2O, Spark MLlib, etc).- Developing, testing and deploying APIs- Building applications based on Microservices Architecture- AWS - Familiar with techniques such as continuous delivery and continuous integration- Deploying and managing infrastructures based on Docker, Kubernetes, or OpenStack, and public Clouds such as Azure, AWS or Google Cloud Platform.What You Need for this Position• 5+ years in designing, developing, integrating and running business, big data and/or data science applications• 5+ years of software engineering processes and software development life cycles• Background in Big Data, Distributed Computing, Analytics• Must be proficient with Python and/or R.• Experience with design patterns and implementation and deployment AI and/or data science products.• Experience using Agile/Scrum methodologies• Expert level of experience building, deploying and scaling applications in AWS• Strong problem solving skills and capability to understand and set direction for complex technology integration• Understanding and focus on business outcomes• Strong teamwork skills• Proficient with Atlassian and AWS• Passionate about the application of Data Science to solve problems• Proficient in full stack development• Resourceful, able to drive towards results in a start-up style environment• Is enthusiastic about sharing knowledge and collaborating with other teams• An enthusiastic self-starter and team player• An excellent analytical and problem-solverWhat's In It for You- Top Compensation Package- Strong 401(K)- Elite Medical/Dental/Vision/Life Coverage- Work with the brightest!So, if you are a Lead Data Engineer with Machine Learning and AI experience, please apply today!                                    ","Data Science, Big Data, Machine Learning, Artificial Intelligence, Scala, Java, Python","Malvern, PA",Malvern,PA,40.0362184,-75.5138118,120000,150000,135000.0,https://www.cybercoders.com/lead-data-engineer-machine-learning-and-ai-job-422993
Data Engineer,"Big Data Engineer - Scala, Hadoop, Spark","If you are a Big Data Engineer with Scala, Hadoop and Spark experience, we would like to hear from you!  We are an engineering services company working with leading technology companies to develop a high performance data analytics platform that can handle petabytes of datasets.  If  you  are a truly talented Big Data engineer with super skills in Scala, Hadoop and Spark, and you are looking for an opportunity to help design and implement an amazing Big Data solution that will be deployed on a massive scale, this is your chance!What You Will Be Doing- helping design and develop Big Data analytical applications- designing, supporting and continuously enhancing the project code base, continuous integration pipeline, etc.- writing complex ETL processes and frameworks for analytics and data management- implementing large-scale near real-time streaming data processing pipelinesWhat You Need for this Position- 4+ years of Big Data experience- Bachelor's degree in Computer Science or related field (Master's degree a PLUS)- strength with Scala- strong knowledge of Hadoop and Spark- experience with data mining and stream processing technologies (Kafka, Spark Streaming, Akka Streams)- experience with version control systems, particularly Git- desire and ability to quickly learn new tools and technologies- understanding of the best practices in data quality and quality engineering- knowledge of Unix-based operating systems (bash/ssh/ps/grep etc.) - a PLUS- experience with Github-based development processes - a PLUS- experience with JVM build systems (SBT, Maven, Gradle) - A PLUSWhat's In It for You- competitive salary- strong benefits package- great work atmosphere!So, if you are a Big Data Engineer with Scala, Hadoop and Spark experience, please apply today!                                    ","Big Data, Scala, Hadoop, Data Mining, Kafka, GIT, Unix, Akka Streams, Maven","Austin, TX",Austin,TX,30.267153,-97.7430608,130000,175000,152500.0,https://www.cybercoders.com/big-data-engineer-scala-hadoop-spark-job-424237
Data Engineer,"Senior Data Engineer (Distributed Systems, Java, Ruby)","If you are a Software Engineer, who enjoys working on distributed system in Java or Python, and you're looking for your next great career opportunity in Austin, TX... then this message is for you!!  We're seeking a Senior Data Engineer who can solve problems to build a metrics and monitoring solution used by thousands of customers!!We're a small team that develops best-of-breed monitoring products and we've built our platform out largely on Java8 Dropwizard services, a handful of Golang services and some C++ where performance is critical.  . We also leverage Kafka as our main service bus, Cassandra for long term storage, Clickhouse for log storage, our in-house stream processing framework for online analytics, and we rely on Zookeeper as a core part of intra/inter-service coordination. Our data pipeline also pushes millions of messages a second and 50TB of logs per day.This job is open due to the companies recent growth and we're seeking someone with at least 3+ years of distributed systems experience with Java and/or Go and/or C++So, if this sounds like something you'd be interested in pursuing, please continue reading on!!Top Reasons to Work with Us- Competitive Salary ($120-140K), full suite of benefits, 401k, and a ton of upward mobility!- Opportunity to work with cutting edge technologies with a leading company!What You Will Be Doing- Be a crucial contributor to the Cloud backend architecture- Help drive the next generation of monitoring tools for cloud applications- Work with massive datasets in a real-time distributed system- Continually improve availability, scalability, performance and automation of our services- Explore and evaluate cutting-edge distributed systems technologies and practices- Come up with creative solutions to solve tough scalability and performance problemsWhat You Need for this Position-  3+ years of distributed systems experience with Java and/or Go and/or C++- Passion for exploring emerging frameworks, libraries, technology stacks- Experience with ZooKeeper, Dropwizard, Kafka, Cassandra or ElasticSearchSo, if you are a Senior Data Engineer and you're ready for your next great career opportunity, please apply today!                                    ","Java, Go, C++, Zookeeper, Dropwizard, Kafka, Cassandra","Austin, TX",Austin,TX,30.267153,-97.7430608,120000,140000,130000.0,https://www.cybercoders.com/senior-data-engineer-distributed-systems-java-ruby-job-424811
Data Engineer,"Data Engineer - Paid Relocation to Seattle, WA","If you are a Data Engineer with experience, please read on!Located in Downtown Seattle, WA we are a rapidly growing start up in the transportation industry. We are looking for a Backend Software Engineer that will relocate to Seattle to work on a team that consolidates, curates and serves all user data for us and our partners. This is a massively scalable, fully-online/real-time data store containing all information about our users.  It fuels the entire business, from promos and incentives, to marketing and ad campaigns; from in-app customer experience to online customer service.  You'll be working closely with the Product and Business Data teams, as well as teams across the company, to collect, scale and serve the business data for all our real-time applications and ad serving.  This system is the most valuable data asset, and it is critical to building the next generation of personalized custom experiences for our users.What's In It for YouWe offer a competitive compensation package including but not limited to:- A highly competetive base salary (DOE)- Full benefits (Medical, Dental, Vision, Life)- Bonuses!- Employee Stock purchase plan, stock options- 401K - Generous PTO/Sick time- Collaborative Culture- Tons of growth potentialWhat You Will Be Doing- Creating and curating bigtables (e.g. HBase, Cassandra) for storing and serving petabytes of data- Building denormalized data models for optimizing access patterns as the business grows- Designing and implementing APIs for controlling data access and serving the business- Building and delivering ETLs and data federation pipelines- Solving complex multi-dimensional business and legal constraints related to onshoring and sharing of data- Evaluating technology stacks for increasing performance, handling large pseudo-analytic queries, and reducing infrastructure costs- Engaging in service capacity and demand planning, software performance analysis, tuning and optimization- Working with product and experience teams to define and prototype feature specifications- Working with business teams to model and serve the data for personalization and user experience customization- Work with infrastructure teams in building and scaling back-end services, as well as performing root cause analysis investigations- Collaborating across stakeholders such as data scientists, application developers, and department heads to deliver a technical solution that meets their unique needs- Participating in code and design reviews to maintain our high development standardsWhat You Need for this PositionAt least 3 Years of professional software development experience, a Bachelor's degree or higher in Computer Science, Computer Engineering or other related field, and knowledge of: - Strong knowledge of data structures, algorithms, distributed systems, and asynchronous architectures- Hands-on coder who has built backend services that handle high volume traffic- Strong understanding of system performance and scaling- Expert in at least 1 of the following languages: Go, C++, Java, Scala, Kotlin.  Expertise with multiple languages is strongly preferredNice to have, but not required, knowledge of: - Hadoop ecosystem (e.g. Spark/Storm/Hbase etc.) or equivalent, data modeling, and using various database methodologies such relational, columnar and NoSQL- Experience with Maching Learning or Data ScienceSo, if you are a Data Engineer with experience, please apply today!                                    ","Go, Python, Java, C#, C++, Scala, Kotlin","Redwood City, CA",Redwood City,CA,37.48521520000001,-122.2363548,Unknown,Unknown,Unknown,https://www.cybercoders.com/data-engineer-paid-relocation-to-seattle-wa-job-425675
Data Engineer,"Senior Data Engineer (Distributed Systems, Java, Kafka)","If you are a Software Engineer, who enjoys working on distributed system in Java or Python, and you're looking for your next great career opportunity in SF (near AT&T Park)... then this message is for you!!  We're seeking a Senior Data Engineer who can solve problems to build a metrics and monitoring solution used by millions of user!!!We develop IT monitoring products and we've built our platform out largely on Java8 Dropwizard services, a handful of Golang services and some C++ where performance is critical.  We also leverage Kafka as our main service bus, Cassandra for long term storage, Clickhouse for log storage, our in-house stream processing framework for online analytics, and we rely on Zookeeper as a core part of intra/inter-service coordination. This job is a full time, direct hire position, and we're a fun group.  We will let you work from home every Friday also.  So, if this sounds like something you'd be interested in pursuing, please continue reading on!!Top Reasons to Work with Us- Competitive Salary ($130-170K), full suite of benefits, 401k, and a ton of upward mobility!- Opportunity to work with cutting edge technologies with a leading company!What You Will Be Doing- Be a crucial contributor to the Cloud backend architecture- Help drive the next generation of monitoring tools for cloud applications- Work with massive datasets in a real-time distributed system- Continually improve availability, scalability, performance and automation of our services- Explore and evaluate cutting-edge distributed systems technologies and practices- Come up with creative solutions to solve tough scalability and performance problemsWhat You Need for this Position-  3+ years of distributed systems experience with Java and/or Ruby, Go and/or C++- Passion for exploring emerging frameworks, libraries, technology stacks- Experience with ZooKeeper, Dropwizard, Kafka, Cassandra or ElasticSearchSo, if you are a Senior Data Engineer and you're ready for your next great career opportunity, please apply today!                                    ","Java, Go, Zookeeper, Dropwizard, Kafka, Cassandra, RUBY","San Francisco, CA",San Francisco,CA,37.7749295,-122.4194155,130000,175000,152500.0,https://www.cybercoders.com/senior-data-engineer-distributed-systems-java-kafka-job-427529
Data Engineer,"Senior Data Engineer (Distributed Systems, Java, Kafka)","If you are a Software Engineer, who enjoys working on distributed system in Java or Python, and you're looking for your next great career opportunity in Durham, NC... then this message is for you!!  We're seeking a Senior Data Engineer who can solve problems to build a metrics and monitoring solution used by millions of user!!!We develop IT monitoring products and we've built our platform out largely on Java8 Dropwizard services, a handful of Golang services and some C++ where performance is critical.  We also leverage Kafka as our main service bus, Cassandra for long term storage, Clickhouse for log storage, our in-house stream processing framework for online analytics, and we rely on Zookeeper as a core part of intra/inter-service coordination. This job is a full time, direct hire position, and we're a fun group.  We will let you work from home every Friday also.  So, if this sounds like something you'd be interested in pursuing, please continue reading on!!Top Reasons to Work with Us- Competitive Salary ($130-170K), 15% bonus, full suite of benefits, 401k, and a ton of upward mobility!- Opportunity to work with cutting edge technologies with a leading company!What You Will Be Doing- Be a crucial contributor to the Cloud backend architecture- Help drive the next generation of monitoring tools for cloud applications- Work with massive datasets in a real-time distributed system- Continually improve availability, scalability, performance and automation of our services- Explore and evaluate cutting-edge distributed systems technologies and practices- Come up with creative solutions to solve tough scalability and performance problemsWhat You Need for this Position-  3+ years of distributed systems experience with Java and/or Ruby, Go and/or C++- Passion for exploring emerging frameworks, libraries, technology stacks- Experience with ZooKeeper, Dropwizard, Kafka, Cassandra or ElasticSearchSo, if you are a Senior Data Engineer and you're ready for your next great career opportunity, please apply today!                                    ","Java, Go, Zookeeper, Dropwizard, Kafka, Cassandra, RUBY","Durham, NC",Durham,NC,35.9940329,-78.898619,100000,130000,115000.0,https://www.cybercoders.com/senior-data-engineer-distributed-systems-java-kafka-job-427547
Data Engineer,Sr Data Infrastructure Engineer,"Are you are a Sr Data Infrastructure Engineer with 4+ years of professional experience?  If so,  please read on!Our SDKs are being used by some of the top apps in the App Store and Google Play, like HotelTonight, iHeartRadio, Flipboard, Instacart and many, many more. The service is currently seeing hundreds of millions of app sessions per day. Come help build the tools and systems that ensure we continue having the best quality software and services for our customers. Ideally looking for someone to come in and build out the tools/systems and then lead a team.If you're interested in building systems that can consume and explore billions of data points a day, we need your help!Top Reasons to Work with Us• VC Funded Startup with over 750 MM total users!• Work with other world class engineers• Strong Compensation• Stock Options• Awesome Company PerksWhat You Will Be DoingYou’ll be building and working with our data systems and data pipelines to help us manage and understand the massive amounts of data we see on a daily basis. You’ll be developing core data infrastructure using tools like Spark, Kafka, Redis, Postgres and working in the AWS cloud environment. You’ll be working on systems to support data processing and aggregation for our current customer facing products, as well as internal business intelligence.• Design and Implement data aggregation systems• Manage massive datasets and batch + realtime data pipelines• Work with data scientists, product and infrastructure engineersWhat You Need for this Position-  4+ years Data Engineering experience-  Experience working with Database/storage systems like: Postgres, Aerospike, Cassandra, Redis-  Proficient in languages such as Java, Scala, Clojure, Python-  Experience building distributed systems-  Experience with Apache Spark, Hadoop, StormSo, if you are a Data Infrastructure Engineer with the above experience, please apply today or email your resume to me directly at Howard.Braithwaite@cybercoders.com (Word .doc preferred).                                    ","Data delivery and streaming systems (Kafka/Storm), Java, Scala, Data Pipelines","Palo Alto, CA",Palo Alto,CA,37.4418834,-122.1430195,140000,200000,170000.0,https://www.cybercoders.com/sr-data-infrastructure-engineer-job-347656
Data Engineer,Sr. Data Warehouse Engineer,"Based in North Hollywood, CA we are a well established Health Analytics company that is currently experiencing rapid growth.We are currently building out our data engineering team and are currently looking for a Sr. Data Warehouse Engineer who has 5+ years of professional experience. If you are a Sr. Data Warehouse Engineer with experience, please read on!What You Will Be DoingBuild, develop and design Big Data/NoSQL solutions and SQL Server Databases.Design and deploy complex ETL, SSIS and SQL solutions.Carry out responsibilities associated with Data Integration, Modeling, Analytics or Reporting.What You Need for this Position•4-year degree preferred •Microsoft BI Stack, SSIS, SSAS, Netezza, MicroStrategy and Big Data experience is a preferred•At least 8 years’ experience of all 4 of the following BI disciplines: Data Integration, Modeling, Analytics or Reporting•10 years of SQL experience •Closely involved in learning and teaching industry trends and practices along with your past experiences•A record of accomplishment of designing, deploying and evolving ETL solutions to meet business requirements via creating SQL and SSIS best practices for multiple platforms.•Proven analytical, troubleshooting and problem-solving skills and ability to communicate well, even to non-technical users•Built rock solid relational databases solutions along with designing, implementing, testing, migrating, deploying and managing ETL solutions: Core functional ETL processing (extract transform, and load).•Built solutions by leveraging advanced testing techniques and implemented proper audits, alerts, and notifications that proactively measures failures before they happen along with mentoring others to do the same. •Strong desire to teach and mentor other developers along with proven ability to work autonomously or in a team settingWhat's In It for YouBase salary, performance bonus, excellent company benefits, PTO, flexible work hours and challenging technical projects.So, if you are a Sr. Data Warehouse Engineer with 5+ years of professional experience, please apply today!                                    ","SQL Server, Database Design, Ssis, Big Data tools/technologies","North Hollywood, CA",North Hollywood,CA,34.187044,-118.3812562,120000,150000,135000.0,https://www.cybercoders.com/sr-data-warehouse-engineer-job-404541
Data Engineer,Data Analytics Engineer,"If you are a Data Scientist with experience, please read on!Top Reasons to Work with Us- HUGE Room for Growth- Great Work/Life Balance/Autonomy- Competitive PayWhat You Will Be DoingBring deep knowledge and experience building real products using machine learning and data science• Leverage machine learning techniques to build systems which process and derive insights from millions of data points every day• Select new tools/platforms, and helping apply and integrate them • Be comfortable running with your own ideas and eager to learn new skills on a bleeding edge platformWhat You Need for this PositionAt Least 1 Year of experience and knowledge of:- Quantitative Analysis / Analytics- Statistical Analysis- R/Python- SQL- Machine LearningWhat's In It for YouFor your hard work, you will be rewarded with a strong compensation package that includes a competitive base salary (D.O.E), excellent medical, dental and health benefits and other cool perks.So, if you are a Data Scientist with experience, please apply today!                                    ","Quantitative Analysis / Analytics, Statistical Analysis, R/Python, SQL, Machine Learning","San Mateo, CA",San Mateo,CA,37.5629917,-122.3255254,Unknown,Unknown,Unknown,https://www.cybercoders.com/data-analytics-engineer-job-420652
Data Engineer,Senior Data Warehouse Developer,"If you are a Senior Data Warehouse Developer with ETL, SQL, and Big Data experience, please read on!We are a higher education market intelligence company that specializes to providing prospective college students with critical information needed from them to make informed college decisions.  We are looking to expand our business intelligence and big data division to expand and support our massive database and we need you to make it happen!Top Reasons to Work with Us- Competitive compensation AND comprehensive benefits package- Recently renovated office- Work hard, play hard mentality - Interact with a dynamic and past-paced team of professionals- High Career MobilityWhat You Need for this PositionMust Have:- A bachelor's degree or higher in a technical discipline (Computer Science preferred)- At least 5 years hands-on experience with SQL- At least 5 years deploying  databases- ETL / data pipelines- Passion for Data Nice to Have:- Big Data Experience (Python, Hadoop, etc.)- Anything cloud (AWS preferred)What's In It for You- Competitive base salary- Bonus potential- Regular performance/salary reviews- Healthcare benefits- PTO- Work/life balance- Casual company cultureSo, if you are a Senior Data Warehouse Developer with ETL, SQL, and Big Data experience, please apply today!                                    ","ETL, SQL, Big Data","Washington, DC",Washington,DC,38.9071923,-77.0368707,Unknown,Unknown,Unknown,https://www.cybercoders.com/senior-data-warehouse-developer-job-425321
Data Engineer,Data Warehouse Engineer,"If you are a Data Warehouse Engineer with experience, please read on!Top Reasons to Work with UsBased in beautiful Indianapolis, we are a full-service management consulting company.  This is an ongoing contracting role What You Will Be Doing- Star schemas need to be built for improved reporting and to feed SSAS models- Building SSAS Tabular models for various analytics products- Be familiar with SSIS to load data from various sources to the data warehouse or the star schema layer to orchestrate stored procedures and process SSAS models- SSRS reportsWhat You Need for this PositionAt Least 3 Years of experience and knowledge of:- SQL- SSRS- SSAS- SSISWhat's In It for You- Competitive Rate $35/hr- $60/hr DOE- Medical- Dental- Vision- 401(k)So, if you are a Data Warehouse Engineer with experience, please apply today! or apply directly at Brittany@cybercoders.com                                    ","SQL, Ssrs, SSAS, Ssis","Indianapolis, IN",Indianapolis,IN,39.768403,-86.158068,35000,Unknown,17500.0,https://www.cybercoders.com/data-warehouse-engineer-job-425576
Data Engineer,Big Data Engineer:  Big O Notation Required,"If you are a Big Data Engineer with Big O notation and Scala experience, we would like to hear from you!  We are an engineering services company working with leading technology companies to develop a high performance data analytics platform that can handle petabytes of datasets.  If  you  are a truly talented Big Data engineer with super skills in Big O notation, Scala, Hadoop and Spark, and you are looking for an opportunity to help design and implement an amazing Big Data solution that will be deployed on a massive scale, this is your chance!What You Will Be Doing- helping design and develop Big Data analytical applications- designing, supporting and continuously enhancing the project code base, continuous integration pipeline, etc.- writing complex ETL processes and frameworks for analytics and data management- implementing large-scale near real-time streaming data processing pipelinesWhat You Need for this Position- 4+ years of Big Data experience- strength with  BIG O NOTATION REQUIRED- Bachelor's degree in Computer Science or related field (Master's degree a PLUS)- strength with Scala- strong knowledge of Hadoop and Spark- experience with data mining and stream processing technologies (Kafka, Spark Streaming, Akka Streams)- experience with version control systems, particularly Git- desire and ability to quickly learn new tools and technologies- understanding of the best practices in data quality and quality engineering- knowledge of Unix-based operating systems (bash/ssh/ps/grep etc.) - a PLUS- experience with Github-based development processes - a PLUS- experience with JVM build systems (SBT, Maven, Gradle) - A PLUSWhat's In It for You- competitive salary- strong benefits package- great work atmosphere!So, if you are a Big Data Engineer with Big O notation, Scala, Hadoop and Spark experience, please apply today!                                    ","Big Data, Big O Notation, Scala, Hadoop, Data Mining, Kafka, GIT, Unix, Akka Streams, Maven","Sunnyvale, CA",Sunnyvale,CA,37.36883,-122.0363496,Unknown,Unknown,Unknown,https://www.cybercoders.com/big-data-engineer-big-o-notation-required-job-422728
Data Engineer,Lead Big Data Engineer (DoD security clearance required),"If you are a Lead Big Data Engineer with a DoD security clearance, please read on!We are a government contracting company based in Reston, VA, and we would like to think that we have one of the most talented teams around.We are currently looking to add a Big Data Engineer to our team, to work on government contracts which are lucrative and, of course, have full benefits.If you're looking for a great, stable opportunity in the Reston area, you've found it!Apply now!What You Need for this PositionAt Least 3 Years of experience and knowledge of:- Big Data- architecture- HadoopSo, if you are a Lead Big Data Engineer (DoD security clearance required) with experience, please apply today!                                    ","Big Data, Architecture, Hadoop","Reston, VA",Reston,VA,38.9586307,-77.35700279999999,Unknown,Unknown,Unknown,https://www.cybercoders.com/lead-big-data-engineer-dod-security-clearance-required-job-286090
Data Engineer,"Senior Big Data Engineer -- Java, Hadoop, Spark","If you are a Senior Software Engineer with experience developing web applications in Java with Big Data(Hadoop, Spark) experience, please read on!We are located in a brand new office space in beautiful downtown San Mateo.   We are an innovative early staged start-up that is disrupting the Big Data space and soon will be a name that will come as no surprise as to why we are leaders in the industry.Currently, we have an immediate need for top notch Engineer's who are looking to join a dynamic and innovative start-up that just closed a huge round of funding.  If you want to work with cutting edge technology and massive amounts of data, this is an opportunity you will seriously want to consider!If you have 3+ years of Java / Python experience, as well as experience dealing with data processing pipelines, please read on!Top Reasons to Work with Us1. Join a rapidly growing VC Backed start-up on the front line of dominating the big data industry2. Work with the latest and greatest cutting edge technology and frameworks with ownership on many projects3. Hiring great people who want to learn, grow and contribute is our top priority -- is that you?What You Need for this PositionRequired Skills:- 5+ years of backend development experience for web applications in Java- Experience developing data processing pipelines on Hadoop, Hive or Spark- Relational database knowledge- SQL processingBonus Points:- Scala- Familiarity with REST API's- Responsive UI Design experienceWhat's In It for YouFor your hard work, you will be rewarded with a very competitive base salary, equally competitive equity, medical, dental, vision, life/Disability benefits, flexible PTO and many other cool perks!So, if you are a Senior Software Engineer with Java and/or Python and Big Data Processing experience, we want to hear from you!  Simply apply directly, or send your updated resume(Word format please) to me at ben.stehle@cybercoders.com TODAY!                                    ","Java, Python, SQL Relational Database, Hadoop / Pig / Hive / HBase, Scala","San Mateo, CA",San Mateo,CA,37.5629917,-122.3255254,150000,175000,162500.0,https://www.cybercoders.com/senior-big-data-engineer-java-hadoop-spark-job-388118
Data Engineer,Senior Data Engineer | Need 3+ Years of INDUSTRY Experience!,"If you are a Senior Data Engineer with over 3 years of PROFESSIONAL INDUSTRY experience, please read on!Situated in the heart of San Francisco, CA, walking distance to Bart (Powell Street Station) in the SOMO neighborhood, walking distance to shops, public transportation, delicious eateries and all the funky culture SF has to offer! We are a connected device platform that pulls and integrates some of the different tools and applications we love using. Want to save all your photos on Facebook and Instagram to Dropbox? Use our platform! Want to have your ""smart"" door unlock for the Pizza Hut delivery guy? Use our platform! Got an idea how to connect these applications? Tell us! For this role, we are expecting candidates to build our pipeline infrastructure for our data. We want to make calculated business, product and engineering decisions based off of our data! This is an integral part of our company and we need TOP engineers to work on it! For this role, engineers will be expected to build our pipelines as well as maintain them for HUGE amounts of user-generated as well as system-generated data. He or she will build the streaming infrastructure for the most accurate data with little to no delay. We look forward to your application!!What's In It for You- $150-200k DOE- Pre-IPO Equity (Currently got our Series C) - Flex PTO, including 15 paid holidays per year - Medical, Dental, Vision (We cover 100% of premiums and admin costs and 75% for dependents) - Relocation Assistance- 401(k)- Commuter Stipend- Quarterly Massages- Relaxed Dress Environment- Fully Stocked Fridge/Kitchen - Catered Lunch (Friday lunch stipend) - Furr Friendly office (if you're into that) - Onsite showers and bike racks for our active peeps!What You Need for this Position- Bachelor's Degree (In CS, CE, Math, Economics, etc.) At Least 3 Years of PROFESSIONAL INDUSTRY Experience and Additional knowledge of:- MPP Data Warehouses (Redshift, Vertica, etc.) - Mapreduce- Big Data tools (Pig, Hive, Spark or other) - Streaming technologies (Kafka, Kinesis, Storm, or related) - ETL tools - AWS knowledge (we use half of the AWS Cloud stack) Nice to Have: - Machine Learning- StatisticsSo, if you are a Senior Data Engineer with Big Data experience, please apply today!                                    ","Redshift, Vertica, Mapreduce, Pig, Hive, SPARK, Kafka, Kinesis, Storm","San Francisco, CA",San Francisco,CA,37.7749295,-122.4194155,150000,200000,175000.0,https://www.cybercoders.com/senior-data-engineer-need-3-years-of-industry-experience-job-421307
Data Engineer,Senior Machine Learning Engineer,"We harness the power of machine learning and predictive analytics to discover the fastest-growing companies in the consumer & retail sector.  We want to bring the data-driven revolution that has occurred in the public markets to the private markets, starting with consumer & retail.Top Reasons to Work with UsOur mission is to help entrepreneurs thrive by giving them the resources and capital they need.  We have been named one of the Top 5 Most Disruptive Companies in Finance by CNBC, one of the 50 Best Fintech Innovators by KPMG, and one of America's Most Promising Companies by Forbes.  We are backed by top-tier investors including Google Ventures, Union Square Ventures (backers of Etsy/Kickstarter), and the ex CEOs/Presidents of Goldman Sachs, Morgan Stanley, Thomson Reuters, the Stanford Endowment and Capital One.What You Will Be DoingWith a background in both software development and machine learning, you will collaborate with software engineers, data scientists, PMs, and domain experts in consumer investing to develop & ship predictive data products in support of our mission - helping entrepreneurs thrive by connecting them with the capital & resources they need.You are a passionate software engineer who is comfortable working across the full stack & lifecycle of predictive data products - prototyping, feature engineering, validation, and productionalization. You are comfortable working with data at scale with tools such as Spark, Dask, or Hadoop.•Collect and refine structured and unstructured data on private companies•Build out our entity resolution platform that can identify references to companies, brands, and products in highly unstructured digital documents and link them back to real-world entities•Build scalable production systems for data collection, data transformation, feature extraction, model training, and scoring, using distributed software tools•Build end to end algorithms for objectively measuring the quality of private consumer companies•Contribute to all phases of algorithm development including ideation, prototyping, design and productionWhat You Need for this Position•BS/MS in Computer Science, Natural Language processing,  Math, Statistics or related technical field•8+ years of track record in building and delivering production quality software systems•2+ years of experience in machine learning, NLP and/or information retrieval, and broad knowledge of machine learning APIs, tools, and open source libraries•Excellent coding skills and strong fundamentals in algorithms, data structures, predictive modeling and big data concepts•Experience in distributed data processing frameworks such as Dask, Spark or Hadoop•Experience with Entity Resolution or Knowledge Graph problem spaces a huge plusSo, if you are a Senior Machine Learning Engineer with experience, please apply today!                                    ","Machine Learning, Natural Language Processing, Spark/Hadoop, Data Science, Data Engineer","San Francisco, CA",San Francisco,CA,37.7749295,-122.4194155,175000,250000,212500.0,https://www.cybercoders.com/senior-machine-learning-engineer-job-387303
